h3,Accomodation_access,Primary Schools_access,Public Transports Stops_access,Municipal Sports Centers_access
8a1e80420007fff,401.6666666666667,30.333333333333332,983.3333333333334,7.333333333333333
8a1e80420037fff,443.0,36.5,1088.5,8.5
8a1e80420097fff,158.0,18.666666666666668,632.3333333333334,5.666666666666667
8a1e804200a7fff,283.0,20.0,755.0,5.0
8a1e804200affff,376.0,25.0,914.0,7.0
8a1e804200b7fff,240.5,22.0,746.0,5.5
8a1e804200f7fff,359.0,23.0,869.0,5.0
8a1e80420107fff,457.0,37.0,1119.0,10.0
8a1e8042010ffff,452.0,37.0,1123.0,11.0
8a1e80420117fff,451.5,36.0,1101.5,8.25
8a1e80420137fff,447.0,35.0,1120.0,10.0
8a1e80420167fff,341.0,25.5,879.5,5.5
8a1e80420187fff,434.0,34.0,1066.3333333333333,8.0
8a1e804201affff,422.0,35.0,1063.0,8.0
8a1e804201b7fff,419.6666666666667,34.0,1047.6666666666667,8.0
8a1e8042024ffff,403.0,23.0,859.0,13.0
8a1e8042025ffff,319.0,22.0,692.0,6.0
8a1e80420347fff,433.6666666666667,28.0,1045.5,13.0
8a1e8042039ffff,273.6666666666667,20.0,752.0,5.0
8a1e804203b7fff,297.0,21.0,775.0,5.0
8a1e80420407fff,225.4,25.0,800.8,7.2
8a1e8042040ffff,252.0,26.0,857.0,8.0
8a1e80420417fff,179.0,24.0,705.0,6.0
8a1e8042041ffff,232.5,25.0,819.5,8.0
8a1e80420427fff,245.33333333333334,25.666666666666668,843.0,7.333333333333333
8a1e80420447fff,196.4,24.0,747.0,6.0
8a1e8042044ffff,179.0,24.0,698.0,6.0
8a1e80420457fff,209.5,24.5,767.0,7.0
8a1e80420467fff,203.75,24.0,755.5,6.0
8a1e8042046ffff,157.66666666666666,18.333333333333332,634.0,5.333333333333333
8a1e8042048ffff,190.5,23.0,733.0,7.0
8a1e8042049ffff,190.0,24.0,736.0,8.0
8a1e804204affff,155.0,18.0,627.0,5.0
8a1e804204b7fff,175.66666666666666,23.333333333333332,692.6666666666666,6.0
8a1e804204c7fff,156.5,18.0,634.0,5.0
8a1e804204cffff,160.57142857142858,19.285714285714285,650.1428571428571,5.142857142857143
8a1e804204e7fff,202.0,24.0,751.75,6.0
8a1e804204effff,202.66666666666666,23.666666666666668,752.0,6.0
8a1e804204f7fff,159.0,17.0,642.0,5.0
8a1e80420507fff,293.3333333333333,27.666666666666668,911.0,8.333333333333334
8a1e8042050ffff,287.5,27.5,903.0,8.5
8a1e80420517fff,201.0,24.0,748.5,6.0
8a1e8042051ffff,227.0,25.0,803.0,6.0
8a1e80420527fff,337.0,30.0,975.0,9.0
8a1e8042052ffff,313.6666666666667,29.0,935.6666666666666,9.0
8a1e80420547fff,230.33333333333334,25.166666666666668,815.8333333333334,7.0
8a1e8042054ffff,200.0,24.0,752.5,6.0
8a1e80420557fff,198.5,24.0,749.5,6.0
8a1e8042055ffff,224.75,25.0,801.5,7.0
8a1e80420567fff,212.33333333333334,24.333333333333332,777.6666666666666,6.0
8a1e8042056ffff,188.66666666666666,23.0,723.3333333333334,6.0
8a1e80420577fff,259.0,26.0,868.0,8.0
8a1e80420587fff,236.33333333333334,25.0,822.3333333333334,7.333333333333333
8a1e8042059ffff,194.5,23.25,728.0,6.0
8a1e80420607fff,145.0,14.0,577.0,5.0
8a1e804206affff,38.0,4.0,243.0,2.0
8a1e804206cffff,99.0,10.333333333333334,425.3333333333333,4.666666666666667
8a1e804206dffff,87.0,9.0,378.0,4.0
8a1e804206e7fff,113.0,11.0,498.0,5.0
8a1e80420787fff,184.0,24.0,707.0,6.0
8a1e804207affff,154.0,18.0,617.0,5.0
8a1e804207b7fff,193.5,24.0,729.0,6.0
8a1e804208c7fff,411.0,33.0,1029.5,8.0
8a1e804208e7fff,342.0,26.0,865.0,5.0
8a1e804208effff,400.0,33.0,997.0,8.0
8a1e80420917fff,504.0,39.0,1250.0,16.0
8a1e80420937fff,489.0,39.0,1213.0,15.0
8a1e8042096ffff,494.0,38.0,1217.0,14.0
8a1e80420a07fff,700.0,37.5,1305.5,17.0
8a1e80420a0ffff,690.0,33.0,1259.0,19.0
8a1e80420a27fff,688.0,37.0,1293.0,17.0
8a1e80420a67fff,762.0,37.0,1265.0,22.0
8a1e80420a8ffff,55.0,5.0,258.0,2.0
8a1e80420aa7fff,652.0,37.0,1269.5,16.5
8a1e80420ab7fff,291.0,20.0,778.0,5.0
8a1e80420aeffff,403.0,23.0,859.0,13.0
8a1e80420af7fff,446.0,28.0,1070.0,15.0
8a1e80420b17fff,577.0,37.0,1233.5,16.0
8a1e80420b4ffff,907.0,43.0,1448.0,26.0
8a1e80420b97fff,361.0,29.0,918.0,5.0
8a1e80420b9ffff,314.5,21.5,820.0,5.0
8a1e80420bb7fff,471.0,36.0,1163.0,15.0
8a1e80420c17fff,509.0,40.0,1196.0,9.0
8a1e80420c2ffff,482.0,37.0,1166.0,11.0
8a1e80420c4ffff,412.0,33.0,1034.0,6.0
8a1e80420c67fff,496.0,40.0,1193.0,11.0
8a1e80420c6ffff,491.0,39.0,1177.0,12.0
8a1e80420c87fff,421.3333333333333,36.0,1070.6666666666667,9.0
8a1e80420c97fff,335.0,30.0,969.0,9.0
8a1e80420c9ffff,415.0,35.0,1053.0,9.0
8a1e80420ca7fff,531.2,40.9,1206.2,9.0
8a1e80420cb7fff,466.0,39.0,1129.0,9.0
8a1e80420cc7fff,218.0,24.0,789.0,6.0
8a1e80420cd7fff,235.0,26.0,830.0,8.0
8a1e80420cdffff,259.5,26.0,869.5,8.0
8a1e80420d0ffff,466.0,36.0,1135.0,9.0
8a1e80420d1ffff,231.0,23.0,774.0,8.0
8a1e80420d47fff,496.0,39.0,1238.0,15.0
8a1e80420d57fff,486.0,38.0,1197.0,11.0
8a1e80420d5ffff,465.5,37.0,1149.0,10.5
8a1e80420d77fff,459.0,36.0,1142.0,10.0
8a1e80420d87fff,590.1,38.3,1145.8,10.2
8a1e80420d8ffff,340.0,29.0,923.0,9.0
8a1e80420d97fff,610.5,42.0,1249.0,10.0
8a1e80420d9ffff,510.1666666666667,38.333333333333336,1132.0,9.333333333333334
8a1e80420da7fff,716.0,38.0,1164.0,11.0
8a1e80420daffff,512.0,34.0,1054.0,9.0
8a1e80420db7fff,715.6666666666666,38.333333333333336,1175.3333333333333,10.333333333333334
8a1e80421007fff,622.5,28.5,1012.0,21.0
8a1e8042101ffff,330.0,18.0,587.0,4.0
8a1e8042102ffff,774.0,33.5,1128.5,23.0
8a1e8042104ffff,406.6666666666667,19.666666666666668,729.0,10.333333333333334
8a1e80421077fff,368.0,19.0,690.0,10.0
8a1e80421087fff,109.0,6.0,264.0,1.0
8a1e804210dffff,377.0,19.0,702.0,10.0
8a1e804210e7fff,561.0,25.0,951.0,20.0
8a1e804210effff,457.5,20.0,794.0,11.5
8a1e80421107fff,685.25,29.25,1055.5,21.0
8a1e8042111ffff,713.0,32.0,1077.0,22.0
8a1e80421127fff,790.25,32.5,1128.5,24.125
8a1e8042112ffff,1374.0,52.0,1601.0,37.0
8a1e80421157fff,878.5,40.0,1219.5,25.0
8a1e80421247fff,357.0,19.0,671.0,10.0
8a1e8042124ffff,350.5,19.0,650.0,10.0
8a1e8042126ffff,311.5,17.0,575.0,8.0
8a1e80421297fff,97.5,6.0,184.5,1.0
8a1e80421317fff,396.75,19.0,724.5,10.0
8a1e8042131ffff,348.0,19.0,640.0,9.0
8a1e8042134ffff,392.5,19.0,723.0,10.0
8a1e8042135ffff,398.0,19.0,724.0,10.0
8a1e804213affff,356.0,19.0,669.0,10.0
8a1e8042145ffff,278.0,13.0,518.0,3.0
8a1e80421507fff,407.0,23.0,883.0,13.0
8a1e80421527fff,651.0,31.0,1118.75,17.0
8a1e8042152ffff,589.0,29.0,1036.0,15.0
8a1e80421537fff,609.0,29.0,1050.0,15.0
8a1e8042161ffff,215.0,11.0,415.0,1.0
8a1e80421647fff,288.6666666666667,16.666666666666668,478.0,3.0
8a1e80421667fff,184.25,11.0,329.25,2.0
8a1e80421677fff,285.6666666666667,14.0,530.6666666666666,1.0
8a1e80421687fff,75.0,5.0,217.0,1.0
8a1e804216effff,31.0,2.0,101.0,1.0
8a1e8042170ffff,292.5,14.5,543.25,2.0
8a1e8042171ffff,299.0,15.0,559.0,3.0
8a1e8042172ffff,274.6,14.0,516.2,1.0
8a1e80421737fff,333.0,18.0,687.0,4.0
8a1e80421747fff,250.0,13.0,475.0,1.0
8a1e80421757fff,291.0,14.0,539.0,1.0
8a1e80421767fff,370.5,19.0,695.0,10.0
8a1e8042180ffff,1563.0,53.0,1691.0,40.0
8a1e80421817fff,1688.0,54.5,1781.5,40.5
8a1e8042181ffff,1534.0,52.5,1695.0,39.5
8a1e80421857fff,1833.5,56.0,1798.0,45.0
8a1e8042185ffff,2259.0,62.0,1961.5,50.0
8a1e80421887fff,1956.6666666666667,59.333333333333336,1881.6666666666667,47.333333333333336
8a1e8042188ffff,1743.7058823529412,55.64705882352941,1795.9411764705883,42.0
8a1e8042189ffff,524.0,23.0,877.0,17.0
8a1e804218affff,1814.0,57.0,1828.0,44.0
8a1e804218d7fff,1441.0,52.0,1669.0,38.0
8a1e804218e7fff,1603.0,53.57142857142857,1712.2857142857142,40.285714285714285
8a1e804218f7fff,1736.3,55.3,1774.4,42.3
8a1e80421907fff,2165.4,61.4,1948.0,48.4
8a1e8042190ffff,1572.0,53.0,1706.0,40.0
8a1e80421917fff,2195.875,64.375,1976.25,48.75
8a1e80421937fff,1967.0,58.5,1856.0,45.5
8a1e80421987fff,1024.0,42.0,1383.0,25.0
8a1e8042198ffff,1953.5,59.0,1876.0,46.0
8a1e804219a7fff,1924.0,60.5,1812.5,40.0
8a1e804219b7fff,1331.5,50.5,1555.0,29.75
8a1e80421a0ffff,364.0,21.0,676.0,14.0
8a1e80421a27fff,364.0,21.0,680.0,14.0
8a1e80421a47fff,405.0,25.0,753.5,19.0
8a1e80421a57fff,355.0,20.0,647.0,13.0
8a1e80421a67fff,392.75,22.125,724.125,17.875
8a1e80421a6ffff,390.6,22.0,721.8,17.6
8a1e80421ac7fff,298.0,18.0,508.0,3.0
8a1e80421ae7fff,373.0,21.0,692.0,15.0
8a1e80421aeffff,390.0,22.666666666666668,725.6666666666666,17.5
8a1e80421b27fff,407.0,24.0,766.0,19.0
8a1e80421b4ffff,393.0,23.333333333333332,735.3333333333334,18.0
8a1e80421b5ffff,409.1666666666667,23.333333333333332,758.1666666666666,18.666666666666668
8a1e80421b77fff,439.0,24.0,820.0,21.0
8a1e80421c0ffff,785.0,37.0,1254.0,22.0
8a1e80421c1ffff,637.0,30.0,1068.0,16.0
8a1e80421c27fff,1033.5,45.0,1513.0,27.0
8a1e80421ca7fff,645.0,30.0,1111.0,16.0
8a1e80421ccffff,435.0,23.0,874.0,12.0
8a1e80421d8ffff,683.0,32.0,1158.0,18.0
8a1e80421d97fff,717.5,35.0,1210.0,19.0
8a1e80422807fff,261.6666666666667,28.0,833.6666666666666,9.0
8a1e8042280ffff,244.0,27.0,807.0,9.0
8a1e8042281ffff,230.0,26.0,777.6666666666666,9.0
8a1e80422827fff,296.6666666666667,29.0,867.3333333333334,9.333333333333334
8a1e8042282ffff,207.0,25.0,742.0,9.0
8a1e80422837fff,300.0,29.0,871.0,9.0
8a1e80422847fff,208.0,24.0,758.0,9.0
8a1e80422857fff,220.0,26.0,782.0,9.0
8a1e8042285ffff,152.0,15.5,625.0,6.5
8a1e8042286ffff,140.0,15.0,573.0,5.0
8a1e804228affff,187.0,20.0,708.0,9.0
8a1e804228cffff,136.0,15.0,583.0,5.0
8a1e804228e7fff,182.0,19.0,704.0,8.0
8a1e804228effff,135.0,15.0,579.0,5.0
8a1e804228f7fff,204.5,22.5,745.0,9.0
8a1e8042290ffff,376.0,31.0,940.0,10.0
8a1e80422917fff,389.0,31.0,959.0,10.0
8a1e8042291ffff,363.0,31.0,937.0,10.0
8a1e80422927fff,412.0,32.0,1009.0,10.0
8a1e8042292ffff,404.0,32.0,1000.5,10.0
8a1e8042294ffff,160.0,20.0,644.0,5.5
8a1e8042295ffff,147.0,16.0,594.0,5.0
8a1e80422967fff,142.0,12.0,559.0,5.0
8a1e8042296ffff,167.0,22.0,672.0,6.0
8a1e80422997fff,151.0,18.0,631.0,8.0
8a1e804229a7fff,279.0,29.0,847.0,9.0
8a1e804229affff,246.0,24.5,786.0,9.0
8a1e80422a07fff,182.0,22.0,718.5,8.0
8a1e80422b17fff,191.5,23.0,739.5,8.0
8a1e80422b27fff,223.5,24.0,811.0,8.0
8a1e80422b57fff,148.0,18.0,625.5,5.5
8a1e80422b67fff,135.0,12.0,545.0,5.0
8a1e80422b6ffff,119.0,11.0,530.0,5.0
8a1e80422b87fff,152.0,17.0,623.4,5.0
8a1e80422b8ffff,152.0,18.0,631.0,5.0
8a1e80422b97fff,151.33333333333334,16.333333333333332,619.3333333333334,5.0
8a1e80422ba7fff,156.0,18.0,648.0,5.0
8a1e80422baffff,172.33333333333334,21.333333333333332,691.0,6.666666666666667
8a1e80422bb7fff,144.5,16.0,605.0,5.0
8a1e80423817fff,27.0,3.0,199.0,2.0
8a1e80423887fff,40.0,4.0,249.0,2.0
8a1e804238b7fff,47.0,6.0,281.0,3.0
8a1e8042396ffff,20.0,1.0,115.0,0.0
8a1e80423987fff,64.0,9.0,317.0,4.0
8a1e80424017fff,6934.0,69.0,2041.0,23.0
8a1e8042402ffff,4616.0,64.0,1763.0,23.0
8a1e8042404ffff,3068.0,62.0,1725.0,24.0
8a1e80424077fff,1774.0,51.0,1395.0,13.0
8a1e804240affff,5489.0,69.0,1941.0,23.0
8a1e804240c7fff,2882.0,54.0,1524.0,19.0
8a1e804240e7fff,3336.0,63.0,1712.0,20.0
8a1e80424107fff,11242.0,83.0,2416.0,29.0
8a1e8042410ffff,8073.0,71.0,2093.0,24.0
8a1e80424117fff,9525.0,76.0,2258.0,26.0
8a1e8042411ffff,6841.0,68.0,1979.0,23.0
8a1e80424127fff,8300.0,72.0,2109.0,25.0
8a1e80424137fff,11522.5,83.5,2448.5,29.0
8a1e80424157fff,4637.0,63.0,1747.0,23.0
8a1e8042415ffff,2584.0,50.0,1432.0,17.0
8a1e80424187fff,8745.5,74.5,2207.5,27.0
8a1e804241b7fff,9116.0,76.0,2221.0,27.0
8a1e8042421ffff,3814.0,61.0,1646.0,25.0
8a1e80424287fff,2134.0,51.666666666666664,1482.3333333333333,14.666666666666666
8a1e80424297fff,1583.0,45.0,1317.0,14.0
8a1e804242a7fff,2137.4,51.0,1487.0,14.4
8a1e804242b7fff,2227.0,52.333333333333336,1506.0,14.666666666666666
8a1e804242e7fff,5396.0,66.0,1975.0,34.0
8a1e804242f7fff,4097.0,63.0,1733.0,25.0
8a1e80424367fff,3214.0,57.0,1517.0,23.0
8a1e80424397fff,2741.0,60.0,1610.0,18.0
8a1e8042439ffff,1840.0,47.5,1407.5,14.0
8a1e80424407fff,2318.5,49.166666666666664,1464.0,14.833333333333334
8a1e8042440ffff,2594.0,53.8,1538.0,16.4
8a1e80424417fff,2084.0,44.5,1394.5,14.0
8a1e8042441ffff,1832.0,43.0,1362.0,13.0
8a1e80424427fff,2706.375,55.0,1556.0,16.875
8a1e8042442ffff,2648.0,54.5,1541.0,16.5
8a1e80424437fff,2202.75,47.0,1433.0,14.25
8a1e8042444ffff,687.0,37.5,1146.0,9.0
8a1e80424487fff,1281.8,40.9,1194.4,13.0
8a1e8042448ffff,677.0,34.0,1063.0,11.0
8a1e804244a7fff,1386.0,41.0,1214.0,13.0
8a1e804244affff,492.0,29.0,929.0,11.0
8a1e804244cffff,1623.5,44.0,1354.5,13.0
8a1e804244d7fff,910.0,37.5,1154.0,11.5
8a1e804244dffff,1354.0,44.0,1302.0,13.0
8a1e804244e7fff,1529.0,42.0,1238.0,13.0
8a1e804244effff,1804.0,44.0,1379.0,13.0
8a1e804244f7fff,477.0,30.5,946.0,10.0
8a1e8042450ffff,3062.0,54.5,1596.0,18.5
8a1e8042451ffff,2027.3333333333333,47.0,1467.0,15.333333333333334
8a1e8042452ffff,2507.0,49.666666666666664,1477.6666666666667,16.666666666666668
8a1e80424557fff,3093.0,58.0,1621.0,18.0
8a1e804245affff,1803.0,47.0,1414.0,18.0
8a1e80424607fff,2072.5,54.0,1498.0,14.5
8a1e8042460ffff,1133.0,37.0,1205.0,12.0
8a1e80424617fff,1674.0,49.0,1378.0,14.0
8a1e80424627fff,2418.0,55.4,1555.0,15.4
8a1e80424637fff,2286.5,54.0,1528.5,15.0
8a1e80424697fff,684.0,36.0,1145.0,11.0
8a1e804246b7fff,779.0,39.0,1201.0,11.0
8a1e804246d7fff,418.5,34.0,1049.5,8.0
8a1e804246dffff,416.0,34.0,1036.0,8.0
8a1e804246e7fff,1054.0,37.0,1183.0,11.0
8a1e80424717fff,761.0,40.0,1189.0,9.0
8a1e8042471ffff,1953.0,52.0,1453.0,14.0
8a1e8042474ffff,1779.5,47.0,1377.5,14.0
8a1e8042476ffff,2361.2,53.6,1538.8,15.2
8a1e8042478ffff,777.0,39.0,1145.0,11.0
8a1e804247affff,301.0,26.0,856.0,8.0
8a1e80424837fff,3218.0,53.0,1518.0,19.0
8a1e8042484ffff,5834.5,69.0,2133.5,34.5
8a1e8042488ffff,9476.0,75.0,2269.0,31.0
8a1e80424897fff,13960.5,90.0,2740.5,40.0
8a1e8042489ffff,12679.0,88.0,2571.0,37.0
8a1e804248c7fff,7513.0,72.0,2221.0,31.0
8a1e804248f7fff,5789.0,69.0,2030.0,29.0
8a1e80424977fff,14815.0,108.0,3142.0,64.0
8a1e80424987fff,15257.0,104.0,3072.0,54.0
8a1e804249a7fff,15941.0,120.0,3373.0,62.0
8a1e804249b7fff,15209.833333333334,106.16666666666667,3087.1666666666665,53.166666666666664
8a1e80424a0ffff,8439.5,73.0,2375.0,43.5
8a1e80424a17fff,5385.0,67.0,2056.0,34.0
8a1e80424a47fff,10147.0,78.0,2538.0,48.0
8a1e80424a4ffff,8315.833333333334,70.5,2363.3333333333335,42.666666666666664
8a1e80424a67fff,11363.5,85.5,2640.5,50.0
8a1e80424a6ffff,11751.0,86.0,2689.0,50.0
8a1e80424a77fff,9948.5,77.0,2528.0,47.0
8a1e80424b07fff,3795.0,64.0,1833.0,25.0
8a1e80424b1ffff,3648.0,63.0,1796.0,25.0
8a1e80424b37fff,5203.0,68.0,2048.0,34.0
8a1e80424b47fff,10792.8,82.6,2599.0,49.2
8a1e80424b4ffff,11201.5,85.0,2624.0,50.0
8a1e80424b57fff,5345.0,64.0,1940.0,34.0
8a1e80424b67fff,10090.0,77.5,2577.5,47.5
8a1e80424b87fff,5379.0,66.0,2032.0,34.0
8a1e80424baffff,7706.0,71.0,2341.0,40.0
8a1e80424c07fff,12746.75,89.25,2613.75,37.0
8a1e80424c0ffff,13325.333333333334,90.0,2671.0,37.0
8a1e80424c17fff,6371.75,69.75,2053.0,23.0
8a1e80424c1ffff,5843.0,69.0,1991.0,23.0
8a1e80424c27fff,12089.4,87.6,2554.8,34.8
8a1e80424c2ffff,13609.0,90.0,2697.0,39.0
8a1e80424c47fff,9933.0,79.0,2306.0,28.0
8a1e80424c4ffff,9432.0,76.0,2244.0,26.0
8a1e80424c57fff,11190.0,84.0,2428.0,29.0
8a1e80424c67fff,12773.0,88.5,2591.0,37.0
8a1e80424c77fff,13136.0,90.0,2646.0,37.0
8a1e80424c97fff,3681.5,59.5,1784.0,22.0
8a1e80424ca7fff,6188.5,69.5,2044.5,23.5
8a1e80424caffff,6716.0,70.5,2090.5,23.666666666666668
8a1e80424cb7fff,5116.0,67.5,1989.0,24.0
8a1e80424cc7fff,4389.0,64.4,1784.8,21.0
8a1e80424cd7fff,4672.333333333333,66.33333333333333,1840.3333333333333,22.333333333333332
8a1e80424cdffff,5773.0,69.0,1973.0,23.0
8a1e80424ce7fff,7116.0,73.0,2052.0,26.2
8a1e80424ceffff,9743.5,77.5,2283.0,27.5
8a1e80424cf7fff,4028.5,63.0,1760.0,21.5
8a1e80424d07fff,13148.0,91.4,2677.4,38.2
8a1e80424d0ffff,13917.0,91.0,2748.0,40.0
8a1e80424d17fff,12644.8,90.4,2631.8,38.0
8a1e80424d1ffff,12542.0,88.8,2606.4,36.2
8a1e80424d27fff,11880.333333333334,87.33333333333333,2554.3333333333335,33.0
8a1e80424d2ffff,13102.25,90.0,2667.0,37.5
8a1e80424d37fff,13271.333333333334,91.66666666666667,2699.0,38.0
8a1e80424d67fff,14321.0,93.0,2817.0,40.0
8a1e80424d77fff,14730.5,101.83333333333333,2988.1666666666665,44.5
8a1e80424d87fff,9837.0,78.0,2335.0,28.0
8a1e80424d9ffff,8427.0,75.0,2229.0,27.0
8a1e80424da7fff,11065.5,83.0,2464.5,29.5
8a1e80425007fff,4620.5,63.5,1912.5,43.0
8a1e8042500ffff,3632.0,54.0,1676.0,33.0
8a1e80425027fff,3691.2,54.6,1708.2,34.2
8a1e8042502ffff,2678.5,44.0,1403.5,25.0
8a1e80425047fff,1286.3333333333333,45.666666666666664,1472.6666666666667,35.0
8a1e8042504ffff,1370.2222222222222,47.22222222222222,1545.4444444444443,35.77777777777778
8a1e80425067fff,1186.0,46.0,1313.0,28.0
8a1e8042506ffff,1292.875,45.625,1477.75,35.125
8a1e80425097fff,345.0,20.0,738.0,9.0
8a1e804250c7fff,2014.0,59.0,1677.0,33.0
8a1e804250cffff,2127.0,61.0,1679.0,33.0
8a1e804250d7fff,1718.0,54.5,1601.0,30.5
8a1e804250dffff,2225.6666666666665,54.333333333333336,1579.3333333333333,29.666666666666668
8a1e804250e7fff,4186.0,61.0,1801.0,37.0
8a1e804250f7fff,1942.0,48.6,1539.2,29.6
8a1e80425107fff,5036.666666666667,66.33333333333333,1989.0,45.333333333333336
8a1e80425117fff,459.0,23.0,871.0,12.0
8a1e8042511ffff,2567.5,41.0,1355.5,26.0
8a1e80425127fff,3183.0,49.0,1596.0,33.0
8a1e80425137fff,3677.3333333333335,51.333333333333336,1618.6666666666667,32.0
8a1e80425147fff,2028.0,47.0,1457.0,29.0
8a1e80425157fff,1339.0,35.0,1172.0,23.0
8a1e8042515ffff,1031.0,31.0,1020.0,19.0
8a1e804251b7fff,478.0,24.0,903.0,13.0
8a1e80425227fff,2086.0,60.0,1896.0,47.0
8a1e8042522ffff,2299.5,60.0,1939.5,47.0
8a1e80425237fff,1909.0,57.333333333333336,1818.3333333333333,45.666666666666664
8a1e8042529ffff,1732.0,55.0,1758.0,44.0
8a1e8042530ffff,1923.0,58.0,1810.0,46.0
8a1e80425317fff,1526.3333333333333,49.0,1606.6666666666667,38.666666666666664
8a1e80425327fff,1699.0,52.0,1671.5,41.0
8a1e8042532ffff,1877.0,53.666666666666664,1733.0,42.666666666666664
8a1e80425337fff,1469.7142857142858,48.785714285714285,1551.9285714285713,36.714285714285715
8a1e8042534ffff,2342.5,60.0,1943.0,48.0
8a1e80425357fff,2098.75,59.5,1872.75,46.75
8a1e8042535ffff,1045.0,38.5,1272.0,29.5
8a1e80425377fff,1987.5,56.75,1794.25,45.75
8a1e80425387fff,2083.0,57.0,1873.0,46.0
8a1e80425397fff,2031.0,58.57142857142857,1735.5714285714287,37.142857142857146
8a1e8042539ffff,1786.0,55.0,1768.0,45.0
8a1e804253a7fff,1242.0,45.0,1425.0,35.0
8a1e804253affff,1744.0,55.0,1749.0,45.0
8a1e804253b7fff,1762.5,55.5,1576.5,31.0
8a1e804254b7fff,520.0,39.333333333333336,1253.6666666666667,16.0
8a1e804254cffff,337.0,22.0,743.0,6.0
8a1e80425507fff,393.0,22.0,816.0,12.0
8a1e8042550ffff,532.0,26.0,947.0,13.0
8a1e80425537fff,342.0,20.0,723.0,9.0
8a1e80425547fff,609.0,29.5,1040.5,16.0
8a1e80425557fff,652.0,31.0,1079.0,18.0
8a1e8042556ffff,580.6666666666666,28.666666666666668,999.6666666666666,15.0
8a1e80425577fff,649.0,31.0,1076.0,16.0
8a1e80425587fff,370.5,24.5,831.0,5.0
8a1e8042558ffff,429.0,30.0,1027.0,8.0
8a1e80425607fff,1544.5,53.0,1577.5,30.0
8a1e8042560ffff,1169.0,45.0,1420.0,28.0
8a1e80425627fff,2064.0,63.0,1737.0,34.0
8a1e8042562ffff,1315.0,47.5,1492.0,28.5
8a1e80425647fff,1723.5,57.5,1613.0,32.5
8a1e8042564ffff,1996.8,62.2,1706.6,33.4
8a1e8042565ffff,1595.3333333333333,55.0,1631.6666666666667,31.333333333333332
8a1e80425667fff,1779.0,55.0,1619.0,31.0
8a1e8042566ffff,2262.0,63.5,1922.0,45.75
8a1e80425677fff,739.0,31.5,1120.0,20.0
8a1e8042568ffff,1097.0,46.0,1496.0,26.0
8a1e804256affff,793.0,33.5,1201.5,20.5
8a1e804256cffff,1226.0,48.0,1523.0,28.0
8a1e804256e7fff,829.0,36.0,1237.0,24.0
8a1e804256effff,1580.0,54.0,1655.0,31.0
8a1e8042571ffff,1199.0,49.0,1509.0,29.0
8a1e80425727fff,1373.0,47.0,1486.0,28.0
8a1e8042574ffff,2331.0,64.6,1863.0,40.0
8a1e8042575ffff,2336.0,66.66666666666667,1788.5,35.833333333333336
8a1e80425767fff,2463.0,64.16666666666667,1869.6666666666667,40.666666666666664
8a1e8042576ffff,2044.75,59.5,1900.0,47.0
8a1e80425777fff,2295.75,64.25,1826.25,38.25
8a1e80425787fff,1085.0,47.0,1539.5,27.0
8a1e804257b7fff,775.0,37.0,1238.0,21.0
8a1e80425807fff,4144.0,66.5,1936.5,44.0
8a1e80425817fff,5116.5,70.0,2088.0,49.0
8a1e8042581ffff,4146.0,65.5,1917.0,43.0
8a1e80425827fff,4133.0,69.0,2002.0,48.0
8a1e80425837fff,4332.0,69.5,2045.5,48.5
8a1e80425857fff,3622.3333333333335,62.666666666666664,1876.4444444444443,43.22222222222222
8a1e8042585ffff,2099.3333333333335,49.333333333333336,1495.6666666666667,30.333333333333332
8a1e80425867fff,3705.0,63.5,1868.5,44.5
8a1e80425877fff,3438.0,63.0,1852.0,43.0
8a1e80425887fff,7505.5,78.0,2432.0,52.0
8a1e8042589ffff,5622.0,59.285714285714285,1926.2857142857142,37.57142857142857
8a1e804258a7fff,8284.333333333334,80.33333333333333,2492.3333333333335,53.0
8a1e804258affff,5289.0,72.0,2161.0,51.0
8a1e804258c7fff,3550.0,61.0,1846.0,44.0
8a1e804258cffff,3130.0,57.0,1700.0,38.0
8a1e804258d7fff,2239.25,44.5,1374.0,26.0
8a1e804258e7fff,4145.142857142857,68.14285714285714,2018.2857142857142,46.285714285714285
8a1e804258effff,2248.75,50.5,1534.5,31.25
8a1e804258f7fff,3503.5,61.0,1827.5,44.0
8a1e80425907fff,5825.0,75.0,2222.5,52.0
8a1e80425917fff,7050.166666666667,77.83333333333333,2366.6666666666665,52.833333333333336
8a1e8042591ffff,5313.0,72.0,2156.5,49.5
8a1e80425927fff,7351.666666666667,81.0,2445.6666666666665,54.0
8a1e80425937fff,8094.25,74.0,2350.75,48.5
8a1e80425947fff,4612.0,72.0,2104.0,56.0
8a1e8042594ffff,3836.0,65.66666666666667,1899.3333333333333,46.333333333333336
8a1e80425957fff,4980.5,76.5,2249.0,58.0
8a1e8042595ffff,4215.0,71.0,2065.0,55.0
8a1e80425967fff,5037.0,74.0,2199.0,56.0
8a1e8042596ffff,4233.5,67.5,2028.5,54.5
8a1e8042598ffff,7834.0,82.0,2491.3333333333335,54.333333333333336
8a1e8042599ffff,10972.0,87.0,2688.0,54.0
8a1e804259a7fff,8861.5,77.0,2384.5,48.0
8a1e804259affff,5467.0,71.0,2133.0,47.666666666666664
8a1e804259b7fff,13119.5,92.0,2863.5,58.0
8a1e80425a07fff,1787.0,52.0,1670.0,43.0
