h3,Accomodation_access,Primary Schools_access,Public Transports Stops_access,Municipal Sports Centers_access
8a1e8050c867fff,15366.923076923076,89.6923076923077,2477.923076923077,57.61538461538461
8a1e8050c86ffff,15090.846153846154,86.15384615384616,2410.3846153846152,55.92307692307692
8a1e8050c877fff,15510.653846153846,92.03846153846153,2497.730769230769,58.69230769230769
8a1e8050c887fff,15818.25,89.1875,2482.8125,56.8125
8a1e8050c88ffff,15723.777777777777,88.61111111111111,2471.222222222222,56.94444444444444
8a1e8050c897fff,15963.538461538461,90.07692307692308,2479.0,56.61538461538461
8a1e8050c89ffff,15698.083333333334,88.83333333333333,2445.0833333333335,55.833333333333336
8a1e8050c8a7fff,15500.777777777777,86.77777777777777,2421.4444444444443,55.55555555555556
8a1e8050c8affff,15706.333333333334,88.88888888888889,2484.5555555555557,57.111111111111114
8a1e8050c8b7fff,15273.6,82.8,2302.2,51.8
8a1e8050c8c7fff,15567.72,87.92,2468.04,56.6
8a1e8050c8cffff,15461.111111111111,85.44444444444444,2440.1666666666665,56.0
8a1e8050c8d7fff,15359.0,85.0,2345.0,53.0
8a1e8050c8dffff,15353.875,85.5,2420.0,55.5
8a1e8050c8e7fff,15561.5,89.75,2492.375,57.375
8a1e8050c8effff,15489.142857142857,87.85714285714286,2460.8571428571427,57.285714285714285
8a1e8050c8f7fff,15703.358974358975,88.94871794871794,2496.5641025641025,57.282051282051285
8a1e8050c907fff,15156.357142857143,81.60714285714286,2322.464285714286,52.392857142857146
8a1e8050c90ffff,15250.90625,82.5,2375.28125,53.46875
8a1e8050c917fff,15362.684210526315,83.84210526315789,2360.7368421052633,53.31578947368421
8a1e8050c91ffff,15163.714285714286,82.35714285714286,2320.9285714285716,53.07142857142857
8a1e8050c927fff,15419.785714285714,82.64285714285714,2382.714285714286,54.857142857142854
8a1e8050c92ffff,15303.25,82.08333333333333,2372.0,54.0
8a1e8050c937fff,15242.615384615385,81.92307692307692,2337.230769230769,52.84615384615385
8a1e8050c947fff,15180.588235294117,83.29411764705883,2398.235294117647,54.23529411764706
8a1e8050c94ffff,15214.192307692309,85.53846153846153,2430.923076923077,56.0
8a1e8050c957fff,15318.382352941177,85.32352941176471,2420.4411764705883,55.5
8a1e8050c95ffff,15365.7,87.15,2458.8,56.8
8a1e8050c967fff,15183.733333333334,83.06666666666666,2397.866666666667,55.06666666666667
8a1e8050c977fff,15192.243243243243,82.48648648648648,2378.5675675675675,54.0
8a1e8050c987fff,15050.555555555555,80.66666666666667,2274.5555555555557,51.77777777777778
8a1e8050c98ffff,15454.0,85.76470588235294,2398.6470588235293,55.0
8a1e8050c997fff,15047.5,78.0,2194.0,48.0
8a1e8050c99ffff,15098.0,81.25,2276.75,51.75
8a1e8050c9a7fff,15174.625,81.625,2310.875,52.25
8a1e8050c9affff,15413.833333333334,85.05555555555556,2382.6666666666665,54.833333333333336
8a1e8050c9b7fff,15029.75,78.5,2187.5,48.25
8a1e8050ca07fff,13407.5,77.25,2135.0,49.5
8a1e8050ca0ffff,12823.0,73.0,2002.0,48.0
8a1e8050ca17fff,14931.1,90.6,2422.3,56.2
8a1e8050ca1ffff,12826.8,68.0,1922.0,43.4
8a1e8050ca27fff,14480.818181818182,87.9090909090909,2385.4545454545455,56.09090909090909
8a1e8050ca37fff,14944.777777777777,90.73333333333333,2433.733333333333,56.977777777777774
8a1e8050ca47fff,13835.636363636364,85.0909090909091,2299.2727272727275,54.0
8a1e8050ca4ffff,13797.0,87.0,2324.5,54.5
8a1e8050ca57fff,13150.153846153846,76.6923076923077,2081.076923076923,49.38461538461539
8a1e8050ca5ffff,12492.0,64.0,1908.0,42.0
8a1e8050ca6ffff,13816.0,87.0,2332.5,54.5
8a1e8050ca77fff,14186.75,86.75,2350.5,55.0
8a1e8050ca87fff,14271.6,81.53333333333333,2256.5333333333333,53.266666666666666
8a1e8050ca8ffff,13695.5,76.0,2162.5,49.5
8a1e8050ca97fff,13776.4,75.3,2133.3,48.2
8a1e8050ca9ffff,13478.57142857143,74.71428571428571,2106.214285714286,47.285714285714285
8a1e8050caa7fff,14962.9,88.7,2410.1,56.15
8a1e8050caaffff,14311.25,83.41666666666667,2289.75,54.0
8a1e8050cab7fff,14911.682926829268,86.5609756097561,2370.7073170731705,56.02439024390244
8a1e8050cac7fff,13301.818181818182,76.81818181818181,2109.818181818182,50.09090909090909
8a1e8050cacffff,12479.0,63.0,1910.0,42.0
8a1e8050cad7fff,13207.75,72.25,2065.5,47.0
8a1e8050cadffff,13015.25,69.75,2038.0,45.25
8a1e8050cae7fff,13521.222222222223,79.44444444444444,2157.0,51.111111111111114
8a1e8050caeffff,13154.166666666666,76.5,2084.4166666666665,49.25
8a1e8050caf7fff,13342.333333333334,73.0,2048.3333333333335,48.0
8a1e8050cb07fff,13797.0,73.0,2138.0,51.0
8a1e8050cb0ffff,14596.8,86.8,2340.8,55.6
8a1e8050cb17fff,15245.882352941177,90.70588235294117,2461.6470588235293,57.1764705882353
8a1e8050cb1ffff,15070.771428571428,91.08571428571429,2437.942857142857,56.77142857142857
8a1e8050cb27fff,13787.0,75.66666666666667,2135.1666666666665,51.666666666666664
8a1e8050cb37fff,15086.7,89.4,2423.2,56.5
8a1e8050cb67fff,13876.666666666666,78.66666666666667,2199.3333333333335,54.0
8a1e8050cb77fff,14081.666666666666,79.83333333333333,2231.5,54.333333333333336
8a1e8050cb87fff,15007.473684210527,88.36842105263158,2389.7894736842104,56.21052631578947
8a1e8050cb8ffff,15085.586206896553,89.65517241379311,2429.655172413793,56.793103448275865
8a1e8050cb97fff,14859.642857142857,81.57142857142857,2305.214285714286,53.142857142857146
8a1e8050cb9ffff,15051.875,88.625,2403.5,56.5
8a1e8050cba7fff,15273.285714285714,90.71428571428571,2448.8571428571427,57.57142857142857
8a1e8050cbaffff,15226.272727272728,90.36363636363636,2452.3636363636365,57.18181818181818
8a1e8050cbb7fff,15371.0,90.57142857142857,2455.1428571428573,58.285714285714285
8a1e8050cc07fff,15549.0,80.0,2171.0,44.0
8a1e8050cc0ffff,15037.333333333334,75.33333333333333,2133.6666666666665,42.666666666666664
8a1e8050cc17fff,15709.888888888889,79.88888888888889,2185.222222222222,43.77777777777778
8a1e8050cc1ffff,15169.75,76.5,2092.5,42.25
8a1e8050cc27fff,15431.4,78.2,2181.2,44.6
8a1e8050cc2ffff,15050.666666666666,75.33333333333333,2126.3333333333335,43.666666666666664
8a1e8050cc37fff,15632.76923076923,80.0,2185.230769230769,44.0
8a1e8050cc47fff,15051.5,80.5,2221.5,46.5
8a1e8050cc4ffff,14719.315789473685,75.3157894736842,2130.1052631578946,44.0
8a1e8050cc57fff,15013.5,77.75,2166.0,45.0
8a1e8050cc5ffff,14645.0,77.66666666666667,2149.6666666666665,44.333333333333336
8a1e8050cc67fff,15387.0,84.0,2301.0,50.0
8a1e8050cc6ffff,14496.5,74.0,2087.0,43.5
8a1e8050cc87fff,14694.25,71.0,1988.6875,40.0625
8a1e8050cc8ffff,14317.555555555555,68.33333333333333,1912.7777777777778,37.888888888888886
8a1e8050cca7fff,15053.2,73.0,2008.2,39.6
8a1e8050ccaffff,15363.0,78.75,2156.25,43.5
8a1e8050ccc7fff,13933.6875,66.8125,1877.5625,36.9375
8a1e8050cccffff,15242.375,83.5,2290.625,48.625
8a1e8050ccd7fff,14723.0,76.83333333333333,2130.8333333333335,42.833333333333336
8a1e8050ccdffff,15040.142857142857,80.5,2236.6071428571427,46.32142857142857
8a1e8050cce7fff,14470.142857142857,70.57142857142857,1964.7142857142858,39.857142857142854
8a1e8050cceffff,14406.5,71.0,1978.2,40.7
8a1e8050ccf7fff,14092.142857142857,66.42857142857143,1864.5714285714287,37.142857142857146
8a1e8050cd07fff,16415.928571428572,90.71428571428571,2489.3571428571427,51.357142857142854
8a1e8050cd0ffff,16002.666666666666,86.0,2353.6666666666665,49.333333333333336
8a1e8050cd1ffff,15766.6,80.6,2207.8,44.6
8a1e8050cd27fff,16269.03125,90.5625,2466.15625,53.53125
8a1e8050cd2ffff,15863.5,86.92857142857143,2352.3571428571427,51.357142857142854
8a1e8050cd37fff,16361.375,88.875,2458.5,50.25
8a1e8050cd47fff,16108.291666666666,90.83333333333333,2475.2083333333335,55.541666666666664
8a1e8050cd4ffff,16018.166666666666,90.08333333333333,2474.5,56.083333333333336
8a1e8050cd57fff,15827.444444444445,88.44444444444444,2393.3333333333335,53.333333333333336
8a1e8050cd5ffff,15389.888888888889,84.22222222222223,2298.5555555555557,50.44444444444444
8a1e8050cd67fff,15610.142857142857,85.14285714285714,2320.214285714286,51.214285714285715
8a1e8050cd6ffff,15361.0,84.0,2299.5,51.25
8a1e8050cd77fff,16129.866666666667,90.33333333333333,2448.2,54.266666666666666
8a1e8050cd87fff,16093.0,80.0,2221.0,43.0
8a1e8050cd8ffff,15581.57142857143,76.57142857142857,2095.0,40.857142857142854
8a1e8050cd97fff,15928.25,78.5,2162.75,41.5
8a1e8050cd9ffff,15695.384615384615,76.76923076923077,2105.923076923077,40.38461538461539
8a1e8050cda7fff,15890.0,78.0,2144.0,43.0
8a1e8050cdb7fff,16127.75,81.125,2305.375,43.5
8a1e8050d007fff,7877.75,60.25,1660.25,34.75
8a1e8050d00ffff,8193.388888888889,60.55555555555556,1678.5555555555557,34.833333333333336
8a1e8050d017fff,7676.307692307692,57.76923076923077,1627.3076923076924,33.15384615384615
8a1e8050d01ffff,7813.142857142857,57.142857142857146,1632.0,33.142857142857146
8a1e8050d027fff,8797.625,64.0625,1745.25,37.0625
8a1e8050d02ffff,9559.75,67.75,1821.5,38.75
8a1e8050d037fff,7891.5,59.0,1625.0,34.5
8a1e8050d047fff,8308.555555555555,62.333333333333336,1688.7777777777778,35.888888888888886
8a1e8050d04ffff,6983.5,49.5,1475.0,29.75
8a1e8050d057fff,7610.466666666666,59.13333333333333,1629.9333333333334,33.733333333333334
8a1e8050d05ffff,7014.333333333333,52.666666666666664,1492.8333333333333,30.833333333333332
8a1e8050d067fff,8042.5,53.0,1575.5,33.0
8a1e8050d06ffff,7815.333333333333,53.0,1515.3333333333333,34.0
8a1e8050d077fff,9280.583333333334,66.08333333333333,1791.2083333333333,38.041666666666664
8a1e8050d087fff,8806.857142857143,57.285714285714285,1720.0,33.142857142857146
8a1e8050d08ffff,8513.5,56.25,1699.5,32.75
8a1e8050d097fff,10221.666666666666,67.77777777777777,1893.111111111111,40.333333333333336
8a1e8050d09ffff,9788.142857142857,62.0,1851.4285714285713,37.0
8a1e8050d0a7fff,7837.75,53.5,1583.0,30.75
8a1e8050d0affff,8164.0,54.5,1644.75,32.5
8a1e8050d0b7fff,9661.0,61.0,1817.0,36.0
8a1e8050d0c7fff,7257.857142857143,54.42857142857143,1570.0,31.428571428571427
8a1e8050d0cffff,6541.25,48.25,1412.0,28.75
8a1e8050d0d7fff,8127.285714285715,55.57142857142857,1675.0,32.0
8a1e8050d0dffff,6889.5,49.25,1446.75,28.75
8a1e8050d0e7fff,7700.5,60.0,1638.0,34.5
8a1e8050d0effff,6795.0,50.333333333333336,1445.6666666666667,29.666666666666668
8a1e8050d0f7fff,7419.8,52.2,1536.0,30.4
8a1e8050d107fff,8886.333333333334,58.0,1651.6666666666667,36.333333333333336
8a1e8050d10ffff,8016.0,54.0,1580.0,34.0
8a1e8050d117fff,8679.846153846154,57.61538461538461,1658.6153846153845,36.07692307692308
8a1e8050d11ffff,8252.0,57.57142857142857,1638.4285714285713,35.42857142857143
8a1e8050d127fff,10225.333333333334,65.66666666666667,1772.6666666666667,40.0
8a1e8050d12ffff,9399.5,62.0,1704.5,38.0
8a1e8050d137fff,9748.75,62.642857142857146,1710.75,38.857142857142854
8a1e8050d147fff,10588.6,71.2,1943.8,41.0
8a1e8050d14ffff,9318.857142857143,62.42857142857143,1749.142857142857,38.42857142857143
8a1e8050d157fff,10390.6,70.0,1916.2,40.666666666666664
8a1e8050d15ffff,9956.5,67.5,1832.0,39.5
8a1e8050d167fff,10891.42857142857,72.57142857142857,1964.7142857142858,41.57142857142857
8a1e8050d16ffff,9316.5,63.0,1729.25,37.75
8a1e8050d177fff,7890.0,51.333333333333336,1533.0,33.333333333333336
8a1e8050d187fff,8452.0,53.0,1605.0,31.5
8a1e8050d18ffff,7393.4,54.6,1551.4,31.2
8a1e8050d197fff,8570.833333333334,55.833333333333336,1637.8333333333333,32.166666666666664
8a1e8050d19ffff,9046.2,57.2,1733.6,33.6
8a1e8050d1a7fff,9012.0,53.25,1654.75,34.0
8a1e8050d1affff,8437.529411764706,56.88235294117647,1653.8823529411766,35.0
8a1e8050d1b7fff,9617.4,59.3,1728.9,36.2
8a1e8050d207fff,6053.75,50.5,1387.5,32.0
8a1e8050d20ffff,6540.333333333333,54.0,1474.3333333333333,32.666666666666664
8a1e8050d217fff,5599.666666666667,45.333333333333336,1280.3333333333333,31.333333333333332
8a1e8050d227fff,5739.0,46.0,1291.0,30.0
8a1e8050d237fff,5477.5,44.5,1196.5,28.0
8a1e8050d247fff,8403.333333333334,67.0,1807.3333333333333,39.333333333333336
8a1e8050d257fff,7899.0,63.5,1761.5,39.5
8a1e8050d25ffff,7041.5,56.0,1588.5,37.5
8a1e8050d267fff,8836.2,68.0,1861.6,38.4
8a1e8050d28ffff,5998.0,47.75,1455.25,35.5
8a1e8050d2a7fff,6627.25,50.0,1486.25,35.0
8a1e8050d2affff,2647.0,23.0,624.0,22.0
8a1e8050d2c7fff,6746.25,58.0,1602.0,38.0
8a1e8050d2cffff,6365.058823529412,53.88235294117647,1506.6470588235295,37.35294117647059
8a1e8050d2d7fff,6226.5,52.25,1509.0,38.0
8a1e8050d2dffff,6295.5,53.75,1521.0,38.0
8a1e8050d2effff,6786.142857142857,56.714285714285715,1578.142857142857,38.0
8a1e8050d307fff,6174.0,45.0,1255.0,27.0
8a1e8050d30ffff,5930.75,45.0,1252.5,28.0
8a1e8050d31ffff,6354.6,46.0,1325.4,28.2
8a1e8050d327fff,6607.0,42.0,1266.0,32.0
8a1e8050d32ffff,6537.0,48.0,1343.0,28.0
8a1e8050d34ffff,9039.0,68.0,1876.0,38.0
8a1e8050d377fff,5965.0,45.5,1256.0,28.5
8a1e8050d38ffff,6012.833333333333,46.5,1383.0,33.833333333333336
8a1e8050d397fff,5440.222222222223,42.666666666666664,1162.888888888889,27.0
8a1e8050d3b7fff,5860.0,43.8,1216.8,27.4
8a1e8050d407fff,7841.666666666667,54.666666666666664,1604.3333333333333,29.333333333333332
8a1e8050d40ffff,7291.0,51.5,1490.0,28.5
8a1e8050d417fff,7672.0,50.5,1496.5,29.75
8a1e8050d41ffff,7938.777777777777,54.111111111111114,1577.4444444444443,30.77777777777778
8a1e8050d427fff,7697.0,51.0,1517.0,30.0
8a1e8050d42ffff,9038.666666666666,58.0,1753.3333333333333,33.333333333333336
8a1e8050d437fff,8121.0,51.2,1508.4,28.4
8a1e8050d447fff,6884.0,44.0,1332.0,27.0
8a1e8050d44ffff,8237.333333333334,55.666666666666664,1640.6666666666667,31.666666666666668
8a1e8050d457fff,8308.0,55.5,1664.25,30.75
8a1e8050d467fff,9407.0,60.0,1790.0,36.0
8a1e8050d46ffff,6433.0,44.0,1237.0,25.0
8a1e8050d477fff,8773.166666666666,56.5,1722.6666666666667,32.666666666666664
8a1e8050d487fff,8064.4,53.2,1554.4,28.4
8a1e8050d48ffff,7366.2,50.2,1462.4,27.4
8a1e8050d497fff,8687.375,55.75,1640.5,29.25
8a1e8050d49ffff,7501.1,50.8,1481.2,26.0
8a1e8050d4a7fff,8831.0,55.75,1612.25,30.5
8a1e8050d4affff,8185.615384615385,54.0,1583.6923076923076,30.384615384615383
8a1e8050d4b7fff,9196.285714285714,57.285714285714285,1657.5714285714287,30.714285714285715
8a1e8050d4c7fff,7185.333333333333,50.0,1465.0,27.333333333333332
8a1e8050d4cffff,6648.666666666667,46.666666666666664,1403.0,25.666666666666668
8a1e8050d4d7fff,6425.8,45.3,1308.9,22.2
8a1e8050d4dffff,6386.411764705882,45.1764705882353,1350.7058823529412,23.764705882352942
8a1e8050d4e7fff,7417.0,52.0,1517.0,29.0
8a1e8050d4effff,6160.0,43.5,1292.0,23.0
8a1e8050d4f7fff,6028.0,44.0,1270.0,23.0
8a1e8050d50ffff,8903.0,57.0,1707.0,33.0
8a1e8050d52ffff,8359.4,53.2,1568.4,31.2
8a1e8050d537fff,7114.0,38.0,1190.0,18.0
8a1e8050d547fff,10775.916666666666,71.16666666666667,1956.25,40.0
8a1e8050d54ffff,10111.625,66.375,1875.5,38.5
8a1e8050d557fff,8247.0,56.0,1598.0,31.0
8a1e8050d55ffff,9950.0,62.0,1868.0,36.0
8a1e8050d567fff,9885.5,64.5,1823.5,38.0
8a1e8050d56ffff,9531.4,62.4,1778.4,36.4
8a1e8050d577fff,9888.75,63.625,1837.25,37.5
8a1e8050d587fff,9608.75,58.5,1694.75,30.5
8a1e8050d58ffff,8719.6,54.2,1581.0,29.4
8a1e8050d597fff,9235.857142857143,53.57142857142857,1584.5714285714287,27.0
8a1e8050d59ffff,9430.111111111111,57.55555555555556,1667.111111111111,30.0
8a1e8050d5a7fff,7758.0,43.0,1294.0,20.0
8a1e8050d5affff,8079.0,50.666666666666664,1512.0,30.666666666666668
8a1e8050d5b7fff,8815.0,48.0,1480.0,25.0
8a1e8050d607fff,7485.0,52.4,1610.6,34.8
8a1e8050d60ffff,7525.5,53.7,1632.1,34.9
8a1e8050d617fff,6310.5,45.0,1315.0,30.0
8a1e8050d61ffff,7518.0,53.75,1628.0,35.0
8a1e8050d627fff,7208.333333333333,49.333333333333336,1488.0,31.666666666666668
8a1e8050d62ffff,7671.545454545455,53.54545454545455,1658.5454545454545,35.0
8a1e8050d637fff,7727.75,52.25,1578.0,30.25
8a1e8050d647fff,6755.0,49.285714285714285,1474.142857142857,34.0
8a1e8050d64ffff,6971.733333333334,50.666666666666664,1527.2,34.0
8a1e8050d657fff,7340.5,53.142857142857146,1594.4285714285713,34.357142857142854
8a1e8050d65ffff,6055.666666666667,45.333333333333336,1315.3333333333333,31.666666666666668
8a1e8050d66ffff,4957.0,42.0,1111.0,29.0
8a1e8050d677fff,7435.277777777777,53.111111111111114,1613.5555555555557,34.72222222222222
8a1e8050d687fff,6228.5,46.166666666666664,1337.5,27.166666666666668
8a1e8050d68ffff,6892.571428571428,48.285714285714285,1470.9285714285713,33.714285714285715
8a1e8050d69ffff,5980.333333333333,44.666666666666664,1273.6666666666667,29.0
8a1e8050d6a7fff,7866.0,54.5,1616.0,30.75
8a1e8050d6affff,6395.0,45.0,1336.0,30.0
8a1e8050d6b7fff,5736.0,47.0,1287.0,25.0
8a1e8050d6c7fff,6962.307692307692,50.0,1516.8461538461538,33.96153846153846
8a1e8050d6cffff,6438.807692307692,49.42307692307692,1429.8846153846155,33.84615384615385
8a1e8050d6d7fff,6894.0,48.666666666666664,1473.0,32.666666666666664
8a1e8050d6dffff,6240.466666666666,48.666666666666664,1382.8666666666666,33.06666666666667
8a1e8050d6e7fff,7401.714285714285,53.714285714285715,1605.5714285714287,34.714285714285715
8a1e8050d6effff,7239.111111111111,52.77777777777778,1572.0,34.0
8a1e8050d6f7fff,6955.0,50.0,1495.0,34.0
8a1e8050d707fff,9591.0,60.8125,1843.9375,40.0
8a1e8050d70ffff,9036.0,58.0,1792.8181818181818,39.18181818181818
8a1e8050d717fff,9274.0,57.5,1808.5,38.0
8a1e8050d71ffff,8284.333333333334,55.333333333333336,1659.3333333333333,31.333333333333332
8a1e8050d727fff,9360.272727272728,59.45454545454545,1810.1818181818182,37.18181818181818
8a1e8050d72ffff,8598.2,56.2,1718.0,34.0
8a1e8050d737fff,9865.0,62.0,1862.0,38.0
8a1e8050d747fff,6441.333333333333,45.666666666666664,1346.0,29.666666666666668
8a1e8050d74ffff,6650.6,47.2,1422.8,32.8
8a1e8050d757fff,7831.466666666666,54.2,1655.3333333333333,35.46666666666667
8a1e8050d75ffff,6872.1,48.3,1450.6,32.6
8a1e8050d767fff,6670.0,48.0,1406.5,29.5
8a1e8050d76ffff,6361.5,45.75,1366.25,32.25
8a1e8050d777fff,7926.25,54.0,1623.0,34.5
8a1e8050d787fff,6841.0,46.333333333333336,1388.0,27.0
8a1e8050d78ffff,7878.428571428572,53.57142857142857,1598.142857142857,30.142857142857142
8a1e8050d79ffff,6821.0,47.666666666666664,1413.0,27.333333333333332
8a1e8050d7a7fff,8709.333333333334,56.55555555555556,1726.6666666666667,32.666666666666664
8a1e8050d7affff,9050.0,57.0,1786.0,36.0
8a1e8050d7b7fff,6523.0,48.0,1376.6666666666667,26.0
8a1e8050d80ffff,10558.4,66.4,1853.0,40.2
8a1e8050d81ffff,12133.42857142857,75.71428571428571,2117.5714285714284,45.285714285714285
8a1e8050d827fff,7698.0,54.0,1518.0,34.0
8a1e8050d82ffff,9108.0,59.0,1696.0,38.0
8a1e8050d847fff,10450.09090909091,70.0909090909091,1910.0,41.36363636363637
8a1e8050d84ffff,10167.0,67.5,1863.0,40.5
8a1e8050d857fff,8462.5,57.0,1596.5,37.0
8a1e8050d86ffff,11129.0,74.0,2015.5,42.666666666666664
8a1e8050d887fff,12567.0,81.83333333333333,2210.5,48.166666666666664
8a1e8050d897fff,10832.0,68.0,1846.5,40.0
8a1e8050d89ffff,11278.75,70.25,1929.25,41.25
8a1e8050d8affff,12323.0,78.66666666666667,2167.6666666666665,46.333333333333336
8a1e8050d8b7fff,12126.333333333334,78.16666666666667,2101.6666666666665,46.0
8a1e8050d8c7fff,10945.666666666666,71.0,1941.0,41.333333333333336
8a1e8050d8cffff,11808.5,75.75,2098.25,45.5
8a1e8050d8d7fff,10748.0,69.0,1886.0,40.333333333333336
8a1e8050d8dffff,9668.0,64.5,1761.0,39.5
8a1e8050d8e7fff,11201.0,71.0,1952.0,41.0
8a1e8050d8f7fff,12281.6,79.0,2181.0,48.0
8a1e8050d907fff,9008.5,51.0,1521.0,33.0
8a1e8050d90ffff,7219.333333333333,48.333333333333336,1404.0,33.333333333333336
8a1e8050d917fff,10548.57142857143,62.285714285714285,1752.857142857143,39.142857142857146
8a1e8050d927fff,8013.0,52.0,1551.0,37.0
8a1e8050d92ffff,8283.333333333334,55.166666666666664,1590.3333333333333,37.166666666666664
8a1e8050d937fff,9702.142857142857,56.285714285714285,1615.857142857143,37.0
8a1e8050d947fff,9270.0,63.0,1735.0,40.0
8a1e8050d94ffff,10639.714285714286,72.28571428571429,1955.857142857143,41.857142857142854
8a1e8050d957fff,8538.375,58.25,1631.75,37.875
8a1e8050d95ffff,10071.166666666666,67.83333333333333,1854.8333333333333,40.666666666666664
8a1e8050d967fff,10034.538461538461,68.76923076923077,1856.6923076923076,40.53846153846154
8a1e8050d96ffff,10228.5,70.125,1883.625,41.0
8a1e8050d977fff,8733.2,59.2,1683.0,39.6
8a1e8050d997fff,10878.666666666666,67.33333333333333,1831.3333333333333,39.666666666666664
8a1e8050d9a7fff,9819.5,56.0,1619.0,37.0
8a1e8050d9affff,8964.0,50.0,1518.0,32.0
8a1e8050d9b7fff,11062.666666666666,67.33333333333333,1814.3333333333333,39.666666666666664
8a1e8050da07fff,11078.545454545454,73.18181818181819,2021.3636363636363,44.90909090909091
8a1e8050da0ffff,10963.0,75.0,2043.0,44.666666666666664
8a1e8050da27fff,10772.625,73.875,2001.375,43.75
8a1e8050da2ffff,10505.0,72.75,1974.5,43.5
8a1e8050da37fff,10532.0,72.0,1984.0,42.0
8a1e8050da47fff,10330.333333333334,72.66666666666667,1975.111111111111,43.666666666666664
8a1e8050da4ffff,9209.5,68.0,1832.0,39.5
8a1e8050da57fff,10251.3125,72.875,1944.0,41.875
8a1e8050da5ffff,10172.25,73.75,1918.5,42.0
8a1e8050da67fff,11214.538461538461,76.6923076923077,2117.0,45.92307692307692
8a1e8050da6ffff,10363.75,73.5,1980.5,44.0
8a1e8050da77fff,11367.083333333334,77.29166666666667,2117.0,46.375
8a1e8050da87fff,8102.285714285715,57.714285714285715,1578.857142857143,35.42857142857143
8a1e8050da8ffff,6711.0,45.0,1363.0,31.0
8a1e8050da97fff,8688.727272727272,59.18181818181818,1665.090909090909,36.81818181818182
8a1e8050da9ffff,7231.0,52.0,1437.0,33.0
8a1e8050daa7fff,9370.0,65.0,1759.0,40.0
8a1e8050daaffff,7461.0,55.0,1470.0,33.0
8a1e8050dab7fff,8711.636363636364,60.27272727272727,1664.5454545454545,37.18181818181818
8a1e8050dac7fff,9124.727272727272,65.0,1765.8181818181818,39.09090909090909
8a1e8050dacffff,8991.1875,65.375,1778.75,38.3125
8a1e8050dad7fff,6629.666666666667,49.333333333333336,1416.0,30.666666666666668
8a1e8050dadffff,8525.6,61.4,1689.4,36.4
8a1e8050dae7fff,9951.823529411764,70.6470588235294,1881.8823529411766,41.05882352941177
8a1e8050daeffff,10048.529411764706,72.3529411764706,1901.235294117647,41.294117647058826
8a1e8050daf7fff,7131.333333333333,49.666666666666664,1424.0,31.666666666666668
8a1e8050db07fff,7924.0,55.0,1538.0,35.0
8a1e8050db0ffff,10372.92857142857,71.42857142857143,1940.2857142857142,42.142857142857146
8a1e8050db17fff,8736.0,59.333333333333336,1634.3333333333333,37.333333333333336
8a1e8050db27fff,6311.0,42.0,1196.0,32.0
8a1e8050db2ffff,9516.0,65.5,1789.8333333333333,39.833333333333336
8a1e8050db47fff,9985.0,70.5,1891.5,41.5
8a1e8050db4ffff,10062.0,72.0,1925.0,42.0
8a1e8050db57fff,10049.666666666666,69.66666666666667,1887.0,41.333333333333336
8a1e8050db5ffff,11111.0,76.77777777777777,2082.777777777778,46.0
8a1e8050db6ffff,9423.333333333334,67.33333333333333,1838.3333333333333,40.333333333333336
8a1e8050db77fff,9447.666666666666,66.0,1801.6666666666667,40.0
8a1e8050db87fff,11925.846153846154,77.84615384615384,2159.230769230769,48.53846153846154
8a1e8050db8ffff,10598.0,71.0,1986.0,42.0
8a1e8050db97fff,11614.0,76.5,2083.375,44.0
8a1e8050db9ffff,9963.0,68.0,1821.0,41.0
8a1e8050dba7fff,11719.833333333334,77.83333333333333,2110.0,45.833333333333336
8a1e8050dbaffff,11257.6,75.4,2054.4,44.2
8a1e8050dbb7fff,12153.833333333334,78.66666666666667,2177.722222222222,49.27777777777778
8a1e8050dc07fff,12384.285714285714,76.42857142857143,2111.1428571428573,44.714285714285715
8a1e8050dc0ffff,12080.07142857143,73.14285714285714,2037.357142857143,43.142857142857146
8a1e8050dc17fff,11565.0,72.0,1950.5,41.0
8a1e8050dc1ffff,10756.0,66.0,1843.0,39.0
8a1e8050dc27fff,12614.333333333334,80.0,2157.3333333333335,48.0
8a1e8050dc2ffff,11847.0,71.5,1987.0,43.0
8a1e8050dc37fff,12265.5,72.0,2032.5,44.5
8a1e8050dc47fff,10833.42857142857,67.42857142857143,1854.4285714285713,39.92857142857143
8a1e8050dc4ffff,9799.5,61.7,1704.6,38.2
8a1e8050dc57fff,11165.466666666667,68.2,1881.4666666666667,39.86666666666667
8a1e8050dc5ffff,10480.272727272728,64.0,1794.6363636363637,38.72727272727273
8a1e8050dc67fff,11013.0,68.0,1860.0,40.0
8a1e8050dc6ffff,10302.4,65.0,1764.4,40.0
8a1e8050dc77fff,10883.4,67.6,1860.2,40.0
8a1e8050dc87fff,9640.2,49.6,1564.6,30.8
8a1e8050dc8ffff,7594.0,45.0,1424.0,27.0
8a1e8050dc97fff,10461.545454545454,51.27272727272727,1602.090909090909,31.636363636363637
8a1e8050dc9ffff,7620.666666666667,38.666666666666664,1275.6666666666667,22.333333333333332
8a1e8050dca7fff,10318.166666666666,54.27777777777778,1641.9444444444443,33.44444444444444
8a1e8050dcaffff,11029.333333333334,64.33333333333333,1847.0,38.166666666666664
8a1e8050dcb7fff,10592.0,52.0,1649.0,32.0
