osmid,x,y
122553544,12.4519804,41.8948848
122553833,12.4509725,41.8969267
122553972,12.4501775,41.8959748
122554175,12.4564337,41.8981518
122554226,12.4550747,41.8977241
122559862,12.4607406,41.8955339
122559866,12.4605772,41.8947862
122560858,12.4599426,41.8986186
122560861,12.4599591,41.8981118
122561343,12.4603191,41.8994818
122561717,12.4606074,41.902301
122561842,12.4623087,41.8996055
122561903,12.461932,41.9021865
122561914,12.4619578,41.9015902
122561924,12.4620144,41.9023366
122562126,12.4607456,41.8993611
122562128,12.4603012,41.8991186
122568065,12.5062512,41.9021943
122568168,12.5027481,41.9041514
122568170,12.5056938,41.9017639
122568410,12.5055238,41.9027537
122568411,12.5062873,41.903291
122568413,12.5049506,41.9023712
122568601,12.4999828,41.908414
122568740,12.4992141,41.9078763
122569229,12.5008945,41.9034916
122569236,12.50466,41.9009398
122569744,12.5019145,41.9068441
122569750,12.5011761,41.9062854
122570105,12.5001261,41.8998312
122570350,12.4975681,41.9013429
122570601,12.4968766,41.9009055
122570605,12.5059992,41.8954187
122571136,12.5098093,41.8932328
122571137,12.5063171,41.8943652
122571141,12.5012328,41.8973189
122571142,12.4972223,41.899712
122571273,12.4948943,41.8971714
122571276,12.4978702,41.9002987
124003246,12.4185984,41.8957821
130155921,12.4177102,41.9355107
130155922,12.4199019,41.9339711
130155924,12.4135424,41.9309772
130156533,12.4238414,41.9416448
130156671,12.4259126,41.9417035
130156674,12.4249865,41.9412213
130156675,12.4251021,41.9401437
130157060,12.4212292,41.9326798
130157081,12.4245224,41.9392781
130157082,12.424135,41.9396711
130157083,12.4238637,41.9399601
130157210,12.42011,41.9319022
130157211,12.4178652,41.9296984
130157216,12.416634,41.9281893
130157220,12.4149021,41.9259581
130157233,12.4001297,41.9116341
130157236,12.3994709,41.9110918
130216140,12.4843759,41.8683284
130216569,12.4823022,41.8719855
130216698,12.4845276,41.8700867
130216911,12.487177,41.8688231
130216912,12.4874018,41.8698008
130217141,12.488097,41.8671169
130217142,12.4885069,41.8671142
130217144,12.490498,41.8671011
130217155,12.4870054,41.8673532
130221057,12.4852729,41.8709777
130221058,12.4851198,41.8711611
130221059,12.4847104,41.871212
130221065,12.4887973,41.8701249
130221073,12.4893417,41.8705958
130221075,12.489133,41.8706309
130221081,12.4891354,41.869543
130221084,12.4888565,41.8706704
130221092,12.4888116,41.8688984
130221093,12.4890205,41.8688924
130221095,12.4856584,41.8711398
130572843,12.4490559,41.917848
130572861,12.4497392,41.9183582
130572941,12.4371701,41.9360189
130577500,12.4177147,41.9454516
130577503,12.416819,41.9465014
130577535,12.4124512,41.9558853
130577549,12.4123794,41.9582454
130577593,12.4119846,41.9594396
130577650,12.4095194,41.9674171
130577656,12.4083691,41.9720134
130577696,12.4084987,41.9807224
130582492,12.4451214,41.9309645
130582525,12.4425846,41.9379812
130582617,12.4626918,41.9481106
130598239,12.4574246,41.9149745
130598264,12.4541685,41.9134737
130598274,12.4520317,41.9129406
130608982,12.4577951,41.9058989
130613122,12.4556712,41.9072187
130635160,12.4555051,41.9079091
130635187,12.4705467,41.9116245
130655097,12.4625439,41.9080062
130655109,12.4712972,41.9101827
130663005,12.4589638,41.9064263
130670833,12.4642002,41.9092382
130686947,12.4567304,41.9074656
130686959,12.4567831,41.9082281
130686968,12.4568508,41.9090795
130695995,12.455303,41.9087149
130707323,12.4684687,41.9137135
130714465,12.4540048,41.9141304
130726941,12.4525322,41.9124148
130726950,12.4543069,41.9128796
130726985,12.4563191,41.9147202
130726992,12.455347,41.9150004
130727017,12.4552012,41.9144385
130733865,12.4539502,41.9158861
130733888,12.4572584,41.9165969
130733922,12.4557397,41.9150986
139106558,12.4658864,41.9061827
139106560,12.4656343,41.9067286
139106561,12.4651049,41.9079462
139106562,12.4648278,41.9085687
139109272,12.4696856,41.9142331
139109274,12.4717092,41.9145727
147126298,12.455082,41.9021857
153243446,12.4641803,41.9100511
153244685,12.4638323,41.9108259
153254089,12.466679,41.9083293
153254098,12.4663169,41.9089355
153254103,12.4658581,41.9097153
153254111,12.4654798,41.9103723
153254118,12.4651175,41.9111434
153260582,12.4689864,41.90658
153260587,12.4677667,41.9086026
153260596,12.4674116,41.9092051
153260603,12.4669618,41.9099914
153260609,12.4665856,41.9106457
153260617,12.4661295,41.9113929
153266931,12.468917,41.9088866
153266935,12.4685488,41.9095049
153266939,12.468099,41.9102757
153266945,12.4677006,41.91092
153266952,12.4672946,41.9116663
153280190,12.4671573,41.9075572
153280193,12.4682131,41.9078643
153288200,12.4694884,41.90572
153303024,12.4720354,41.9036431
153303036,12.4710835,41.9052307
153303055,12.4700554,41.9069423
153303067,12.4693245,41.9081963
153311778,12.4704301,41.9099603
153311791,12.4706494,41.9093042
153311795,12.4707478,41.9090858
153325472,12.4730476,41.9098957
153343423,12.4560511,41.9139505
153343425,12.4569209,41.9110471
153343429,12.4567329,41.9118025
153343436,12.4563054,41.9133526
153403820,12.4538156,41.9083424
153403829,12.454478,41.9085097
153430595,12.4488675,41.9089852
153430602,12.449424,41.9091137
153452466,12.4531744,41.9069146
153452477,12.4526653,41.9080562
153452500,12.4519723,41.9096925
153452519,12.4523158,41.9088258
153452550,12.4492189,41.9080546
153452570,12.4500812,41.909224
153452593,12.4504663,41.908373
153452608,12.4508049,41.9075862
153473920,12.4555857,41.9075488
153474028,12.4473451,41.9028225
153474043,12.4456958,41.9018427
153474053,12.4458787,41.9015335
153474124,12.44652,41.9013721
153474145,12.4456706,41.901916
153489194,12.453006,41.9073109
153489205,12.4531127,41.9099808
153489210,12.4541543,41.9075777
153489217,12.4543141,41.9072174
153489229,12.4498068,41.9120342
153489247,12.4515812,41.9105349
153502862,12.4537574,41.9101324
153531374,12.4533201,41.9095251
153531385,12.4538161,41.9099725
153531392,12.4534751,41.9091758
153531403,12.454114,41.9093292
153531430,12.4568892,41.9100038
153531440,12.4501857,41.911081
153531448,12.4505404,41.9102825
153531457,12.4509078,41.909429
153531465,12.4513024,41.9085783
153531470,12.4516276,41.9077916
153531475,12.4564982,41.9126419
153531493,12.4544785,41.9121428
153531502,12.4531641,41.9118235
153531513,12.4494506,41.9108978
153531517,12.4512303,41.9113385
153531521,12.4523727,41.9116201
153542909,12.4503181,41.9128328
153542916,12.4520788,41.9122993
153542924,12.4511047,41.9126038
153542936,12.4515841,41.9133949
153542945,12.4527161,41.9108148
153542957,12.4538807,41.9111064
153548382,12.4546921,41.9113072
153548394,12.4581592,41.9121734
153566510,12.4579836,41.9093632
153566529,12.4578417,41.9068607
153566534,12.4578158,41.9065034
153566543,12.4587194,41.9079421
153566564,12.4591318,41.9096397
153566573,12.4594427,41.9088798
153566580,12.4602611,41.9067559
153566588,12.4602472,41.9099409
153566595,12.4605587,41.9091555
153566599,12.4608317,41.9084675
153566609,12.4611506,41.907663
153566620,12.4616344,41.9102829
153566630,12.4619388,41.9094969
153566639,12.4622124,41.9088108
153566656,12.4627364,41.9105551
153566662,12.4630763,41.9097781
153566665,12.4633544,41.9090948
153566672,12.4636915,41.9082888
153591696,12.4586172,41.9031452
153591704,12.4634192,41.9057499
153591713,12.463948,41.9076518
153591728,12.4631168,41.9065561
153591738,12.4647869,41.9056478
153591754,12.4643783,41.9066436
153591770,12.4641608,41.907143
153591780,12.4653844,41.9073121
153591793,12.4668764,41.9062153
153591803,12.4665762,41.9067962
153591809,12.4662635,41.9074337
153591816,12.4658909,41.9081435
153615764,12.4839142,41.8546524
153615790,12.4886476,41.8559821
153615799,12.4879305,41.8564414
153615827,12.4807407,41.8578263
153615846,12.4909149,41.8575886
153615851,12.4895268,41.8584251
153615861,12.4866736,41.8536401
153615864,12.4892679,41.8554893
153615873,12.4858277,41.854129
153615885,12.4869751,41.8553972
153615895,12.4809541,41.8584075
153615906,12.4823737,41.8584595
153615913,12.4854362,41.8581353
153615930,12.4942146,41.859914
153615936,12.4898299,41.8606378
153615943,12.489978,41.8595554
153626249,12.4947898,41.8655748
153626270,12.4945125,41.867057
157417529,12.4820057,41.803609
157435840,12.4539007,41.8079295
157435929,12.4569749,41.806701
157436051,12.4675431,41.8047169
157436132,12.4791212,41.8017376
157436135,12.4803892,41.8014014
157436140,12.4811058,41.8012075
157454131,12.4539861,41.8102986
157454155,12.4527437,41.8135878
157454199,12.451337,41.8163708
157454235,12.4466933,41.8182733
157454371,12.444166,41.8203532
157454383,12.4441009,41.8205807
157474014,12.4530827,41.8099369
157474022,12.4529614,41.8103802
157474085,12.4501763,41.8122006
157474096,12.4530291,41.8129532
157474147,12.4524828,41.8130926
157474177,12.4520042,41.8129101
157474187,12.4462588,41.8145188
157474194,12.446097,41.8146779
157474208,12.4462434,41.8148824
157474215,12.448143,41.8158491
157482937,12.4491301,41.8149254
157482955,12.4481693,41.814363
157482966,12.4484476,41.8141256
157482979,12.4458354,41.8130439
157488757,12.4532489,41.8146046
157488762,12.4553474,41.8147508
158657397,12.5900239,41.7947186
158659002,12.5708744,41.8145538
158659373,12.5698239,41.8165411
158659375,12.5720526,41.8149745
158660548,12.4689424,41.8295108
166217947,12.4754432,41.9048992
192082351,12.5905682,41.8359643
192082493,12.5915784,41.8397403
192082525,12.5907505,41.8398868
192082601,12.5872076,41.8408193
192082615,12.586712,41.8411894
192082700,12.583799,41.8434634
192082722,12.5806568,41.8451564
192082791,12.5720412,41.8510029
192082795,12.569979,41.8524165
192107134,12.4149205,41.798197
192180794,12.423752,41.8102705
192181404,12.422909,41.810839
195340551,12.458515,41.8728613
195340553,12.4579024,41.8730571
195340554,12.4576084,41.8733215
195340559,12.4554065,41.8746407
195340560,12.4548327,41.8751255
195340564,12.4536426,41.8766488
195340565,12.4526658,41.8776117
195340566,12.4500819,41.8803294
195385303,12.4733736,41.9099814
205172494,12.4657137,41.8777286
208456626,12.4581172,41.9113409
208456640,12.4587316,41.9224146
208733126,12.5360128,41.903028
208733152,12.5376724,41.89911
208740804,12.5313732,41.8965191
219556328,12.5760054,41.8946337
219556440,12.5629856,41.8950339
219556511,12.5420713,41.8928472
219556551,12.5378298,41.8924883
219556835,12.5549397,41.8941683
219556937,12.574099,41.8948959
219557048,12.5923845,41.8940375
219557111,12.6045209,41.893526
219557115,12.6056631,41.8937732
219557958,12.5622102,41.8948367
219557991,12.5632145,41.8944799
219558021,12.5665355,41.8946957
219558042,12.5734655,41.8947377
219558051,12.5745467,41.8945747
220736368,12.5153644,41.890991
220736384,12.5227965,41.8890137
220736395,12.5229103,41.8889505
220736403,12.5219965,41.8881112
220868832,12.5713428,41.8548937
220868863,12.5711381,41.857342
220868869,12.5707774,41.8589472
220869017,12.5694782,41.8731759
220869030,12.5700126,41.8739784
220869048,12.5721473,41.8770902
220869055,12.5726637,41.8778657
220869073,12.5732242,41.879928
220869101,12.5738575,41.8881158
220869124,12.5745432,41.8916965
220869155,12.5748614,41.8940291
220869181,12.5744712,41.8940482
220869206,12.5749352,41.8945231
220869225,12.5745977,41.8950571
220869237,12.5745823,41.8948756
220869249,12.5742672,41.8924668
220869354,12.5724117,41.8783625
220869388,12.5722059,41.8777012
220869403,12.5696049,41.8740867
220869413,12.5692063,41.8735064
220869459,12.5675869,41.8653874
220869549,12.5704927,41.8535823
220869565,12.5696828,41.8526243
220869575,12.5695599,41.8525141
220869603,12.5701379,41.8530925
220869655,12.5708531,41.8534809
220869672,12.5709464,41.8536477
220869694,12.5709509,41.8582147
220869703,12.5706942,41.8591847
220869718,12.5704349,41.8599032
220869729,12.5700554,41.8598226
220869735,12.5701025,41.8607533
220869773,12.5691869,41.8626093
220869816,12.5679284,41.8659249
220869832,12.5675004,41.8658936
220869859,12.5705049,41.8753464
220869870,12.5708593,41.8752211
220869874,12.5710089,41.8754391
220869888,12.5706631,41.8755777
220869896,12.5716803,41.8770315
220869909,12.5720004,41.8768721
220869921,12.5718028,41.8772163
220869934,12.5728421,41.8799419
220869941,12.5732522,41.8801232
220869952,12.5728621,41.880145
220869959,12.5733896,41.881839
220869964,12.5730139,41.8818668
220870034,12.5732701,41.8863396
220870045,12.5736687,41.886308
220870052,12.5736916,41.8865662
220870066,12.5732937,41.88662
220870078,12.5746385,41.8924466
220870087,12.5745995,41.8921743
220870096,12.5742376,41.8922074
220918543,12.5620022,41.8246029
220918632,12.5703001,41.8347859
220918694,12.5749535,41.8475766
220918713,12.5754233,41.8484996
220918751,12.5752567,41.8480741
220918757,12.5749499,41.8477016
220918769,12.5745092,41.8470184
220918843,12.5674716,41.843663
220918873,12.5755534,41.8484166
220918886,12.5756992,41.8485377
220918915,12.5749439,41.844808
220919047,12.5738025,41.8362887
220919057,12.5726686,41.8358047
220919108,12.5717207,41.8354039
224166666,12.4485261,41.9086265
224166697,12.4482411,41.9088023
224166709,12.4483897,41.9089886
224166720,12.448829,41.9093766
224166730,12.4489979,41.9092859
224166756,12.4512336,41.9137665
224166791,12.4496834,41.912052
224166819,12.4511672,41.9138423
224170676,12.4502037,41.9128723
224195535,12.4524459,41.9241321
224195607,12.4497179,41.9225654
224195616,12.4496934,41.9218603
224195646,12.4495789,41.9217671
224195692,12.4511354,41.9224806
224195700,12.4514133,41.921997
224195749,12.4530238,41.9222215
224202963,12.4480062,41.92335
224245096,12.4484954,41.9215957
224245341,12.4526212,41.9195325
224245351,12.4478839,41.9217366
224258106,12.4555053,41.9177831
224258117,12.454404,41.9168732
224258125,12.4532809,41.9159106
224258171,12.4563782,41.9179926
224258192,12.4558492,41.9180053
224258200,12.4543988,41.9162844
224258227,12.4552001,41.9163606
224258238,12.4554285,41.9171193
224269790,12.4542531,41.9206904
224269843,12.4561167,41.917695
224269847,12.4560458,41.9181202
224334990,12.4695903,41.9191722
224335012,12.4687289,41.9186304
224335018,12.4689309,41.9183211
224335039,12.4691949,41.9182323
224335056,12.4697703,41.9180524
224335114,12.4627802,41.915947
224335146,12.463737,41.9154391
224335167,12.4641763,41.9158658
