id_int,id,x,y,net_type
25541,412045646,12.5268203,41.8666161,walk
25542,412045659,12.522665,41.8689446,walk
25543,412045663,12.5227879,41.8688858,walk
25544,412045666,12.522439,41.8686563,walk
25545,412045667,12.5217206,41.8680594,walk
25546,412045668,12.5215953,41.86792,walk
25547,412045676,12.5221036,41.8671663,walk
25548,412045677,12.5215057,41.8696577,walk
25549,412045680,12.5215399,41.8690623,walk
25550,412045683,12.5208254,41.8691547,walk
25551,412045806,12.5205029,41.8686538,walk
25552,412045808,12.5224062,41.8663685,walk
25553,412045810,12.522905,41.8660066,walk
25554,412046593,12.5167303,41.8698778,walk
25555,412046594,12.5171743,41.8702919,walk
25556,412046596,12.5166463,41.8699972,walk
25557,412046597,12.5170455,41.8703734,walk
25558,412224943,12.494538,41.8268673,walk
25559,412224952,12.4942255,41.8263855,walk
25560,412309055,12.3991339,41.8847639,walk
25561,412309056,12.3991477,41.8845594,walk
25562,413484789,12.5353477,41.8708914,walk
25563,413484794,12.5360911,41.8704185,walk
25564,413484796,12.5361496,41.8703837,walk
25565,413484798,12.5340861,41.8700449,walk
25566,413484800,12.5341155,41.870029,walk
25567,413484801,12.5339342,41.86993,walk
25568,413484802,12.5344469,41.8704551,walk
25569,413484803,12.5351823,41.8710014,walk
25570,413495080,12.4617565,41.888466,walk
25571,413495082,12.4611402,41.8883548,walk
25572,413495086,12.4613552,41.8885143,walk
25573,413495106,12.461498,41.8883009,walk
25574,413495107,12.4615829,41.8884701,walk
25575,413495108,12.4614236,41.8884119,walk
25576,413496474,12.4633241,41.8890894,walk
25577,413498577,12.5010265,41.9089589,walk
25578,413498581,12.5007795,41.908599,walk
25579,413502156,12.4908373,41.9238152,walk
25580,413502157,12.4902739,41.9244028,walk
25581,413506142,12.4936112,41.922854,walk
25582,413506161,12.493895,41.9228517,walk
25583,413514627,12.5085668,41.914259,walk
25584,413514633,12.5132057,41.9174109,walk
25585,413514636,12.5147839,41.9184886,walk
25586,413514643,12.5176842,41.9211536,walk
25587,413514651,12.5194651,41.9228487,walk
25588,413517364,12.524174,41.9229128,walk
25589,413517366,12.5241919,41.9229891,walk
25590,413517372,12.524561,41.9232219,walk
25591,413517374,12.5243471,41.9231171,walk
25592,413517375,12.5243917,41.9231584,walk
25593,413517376,12.524487,41.9232228,walk
25594,413517377,12.5243239,41.9230959,walk
25595,413518062,12.5261604,41.9265456,walk
25596,413518831,12.5239007,41.933301,walk
25597,413520235,12.5372065,41.9331903,walk
25598,413520236,12.5373745,41.9329877,walk
25599,413520237,12.5370794,41.9329401,walk
25600,413520238,12.5367345,41.9329012,walk
25601,413520240,12.538301,41.9340919,walk
25602,413723662,12.4184481,41.8000641,walk
25603,413723665,12.4186108,41.8003507,walk
25604,413723676,12.4182024,41.8005133,walk
25605,413723680,12.4186424,41.8002205,walk
25606,413723683,12.4190969,41.8003063,walk
25607,413740040,12.5037851,41.9109347,walk
25608,413740989,12.5021029,41.9099502,walk
25609,413740991,12.5022603,41.9098358,walk
25610,413742858,12.5042092,41.9112886,walk
25611,413742860,12.5065814,41.9129028,walk
25612,413743045,12.5169373,41.8526172,walk
25613,413743656,12.5066331,41.9129388,walk
25614,413743657,12.5066958,41.9129794,walk
25615,413745666,12.5209547,41.924252,walk
25616,413746285,12.5211806,41.9241593,walk
25617,413747150,12.5277641,41.9286695,walk
25618,413747151,12.527621,41.9290512,walk
25619,413747155,12.5269072,41.9302856,walk
25620,414120449,12.4791285,41.8652326,walk
25621,414120452,12.4788405,41.8652523,walk
25622,414120454,12.4789596,41.8658919,walk
25623,414120456,12.4792242,41.8658178,walk
25624,414128362,12.4795386,41.8676816,walk
25625,414128367,12.479271,41.8677499,walk
25626,414129077,12.4799763,41.8703516,walk
25627,414129080,12.4797262,41.8704282,walk
25628,414139428,12.4805028,41.8757801,walk
25629,414141035,12.4740102,41.8723124,walk
25630,414151476,12.4366209,41.8533147,walk
25631,414151477,12.4364641,41.8535107,walk
25632,414151478,12.4366366,41.8536574,walk
25633,414151482,12.4371342,41.8537209,walk
25634,414273883,12.5163774,41.8799564,walk
25635,414273884,12.5164844,41.8799009,walk
25636,414273885,12.5163615,41.879816,walk
25637,414273886,12.5165578,41.8799449,walk
25638,414961716,12.4143523,41.8231934,walk
25639,414961717,12.4141681,41.8229777,walk
25640,415028755,12.5216061,41.8668587,walk
25641,415028756,12.5217248,41.8668663,walk
25642,415028757,12.5218362,41.8669385,walk
25643,415028759,12.5217267,41.8673369,walk
25644,415053478,12.523929,41.8658371,walk
25645,415053481,12.5239747,41.8656433,walk
25646,415053484,12.5234958,41.8657776,walk
25647,415053518,12.5277782,41.864706,walk
25648,415053521,12.5279775,41.8645106,walk
25649,415053523,12.5279092,41.8648315,walk
25650,415053540,12.5281569,41.8643639,walk
25651,415053554,12.5241495,41.8655982,walk
25652,415053557,12.5236104,41.8650815,walk
25653,415053559,12.5240055,41.8654593,walk
25654,415055729,12.5246136,41.8732835,walk
25655,415340491,12.5047014,41.908151,walk
25656,415343123,12.5017898,41.9091047,walk
25657,415346509,12.4988136,41.9075668,walk
25658,415359990,12.4957279,41.9031377,walk
25659,415361290,12.49354,41.9050838,walk
25660,415368299,12.490811,41.9059648,walk
25661,415369616,12.5750329,41.9274848,walk
25662,415486784,12.527614,41.84786,walk
25663,415582388,12.5643819,41.8858872,walk
25664,415582389,12.5643312,41.8853703,walk
25665,415582390,12.5642343,41.884184,walk
25666,415582392,12.5641289,41.882759,walk
25667,415582480,12.5730513,41.8845662,walk
25668,415661231,12.4360199,41.8778481,walk
25669,415661435,12.4369486,41.8758173,walk
25670,415662114,12.4364672,41.8776309,walk
25671,415662115,12.4362446,41.8778418,walk
25672,415662374,12.4315914,41.875445,walk
25673,415662375,12.432436,41.8738621,walk
25674,415667835,12.4391716,41.8708335,walk
25675,415672071,12.4307431,41.8531723,walk
25676,415747985,12.5732377,41.8871509,walk
25677,415749952,12.5726082,41.8880155,walk
25678,415749954,12.5723249,41.8879536,walk
25679,415749955,12.5721945,41.8879281,walk
25680,415769772,12.5609087,41.889948,walk
25681,415770897,12.5671231,41.8869186,walk
25682,415770906,12.566795,41.887868,walk
25683,415776356,12.5617168,41.8873443,walk
25684,415782952,12.5627774,41.8849294,walk
25685,415782953,12.5611318,41.8850144,walk
25686,415782954,12.5619339,41.8842913,walk
25687,415782955,12.5620026,41.8849668,walk
25688,415782956,12.5667624,41.8848406,walk
25689,415782957,12.5654884,41.8846046,walk
25690,415782958,12.5642538,41.8843488,walk
25691,415782959,12.5681075,41.8851102,walk
25692,415784342,12.569486,41.8846433,walk
25693,415784343,12.570855,41.8846059,walk
25694,415784344,12.5708975,41.8845382,walk
25695,415784346,12.5716946,41.8843573,walk
25696,415784348,12.5713048,41.8841687,walk
25697,415785958,12.5717477,41.8836455,walk
25698,415785959,12.5716738,41.8835284,walk
25699,415785963,12.5714821,41.8836215,walk
25700,415785965,12.5719551,41.8832452,walk
25701,415785966,12.5730455,41.8828647,walk
25702,415793505,12.5712181,41.8867388,walk
25703,415793507,12.5711844,41.8861488,walk
25704,415793510,12.5713582,41.8859778,walk
25705,415793511,12.5707135,41.8858079,walk
25706,415793512,12.5709577,41.8858896,walk
25707,415793514,12.5712354,41.8858669,walk
25708,415793519,12.5721204,41.885975,walk
25709,415793521,12.5721071,41.8858211,walk
25710,415793526,12.5709627,41.8850719,walk
25711,415793530,12.5717261,41.8854277,walk
25712,415793538,12.5722711,41.8853871,walk
25713,416839629,12.4789921,41.8652421,walk
25714,416839630,12.4790923,41.8658048,walk
25715,416861769,12.479402,41.8677397,walk
25716,416868365,12.4794815,41.866185,walk
25717,416868369,12.4794301,41.8658621,walk
25718,416868373,12.479368,41.8654322,walk
25719,416869447,12.4793431,41.8665231,walk
25720,416869448,12.4795287,41.8665073,walk
25721,417242093,12.5210045,41.8691343,walk
25722,417242099,12.5214619,41.8695099,walk
25723,417242102,12.5214901,41.869326,walk
25724,417242105,12.52197,41.8688769,walk
25725,417242116,12.5296291,41.864969,walk
25726,417683256,12.5594389,41.8768096,walk
25727,417683257,12.5599411,41.8767119,walk
25728,417683258,12.5594761,41.8753469,walk
25729,417683260,12.5600228,41.8798835,walk
25730,417686463,12.5618431,41.8777004,walk
25731,417688119,12.5615867,41.8759958,walk
25732,417688121,12.5616717,41.8762441,walk
25733,417688123,12.5616007,41.8760425,walk
25734,417695612,12.568401,41.8754161,walk
25735,417695614,12.5685938,41.8756926,walk
25736,417697226,12.5672361,41.8765932,walk
25737,417697227,12.5676438,41.8763059,walk
25738,417697228,12.5682389,41.8774302,walk
25739,417698422,12.567746,41.8774855,walk
25740,417698423,12.5678537,41.8775068,walk
25741,417701405,12.5709722,41.8772451,walk
25742,417701412,12.5692111,41.8767405,walk
25743,417701418,12.5697135,41.876563,walk
25744,417701422,12.5690972,41.8755171,walk
25745,417701430,12.5691117,41.8745295,walk
25746,417701433,12.5690207,41.8764177,walk
25747,417813495,12.5901336,41.8398847,walk
25748,417816058,12.5937309,41.8392174,walk
25749,417894899,12.4553766,41.8971998,walk
25750,417894900,12.457053,41.8963716,walk
25751,417976558,12.5583877,41.8776524,walk
25752,417979568,12.5587807,41.8835336,walk
25753,417979575,12.5606683,41.8832088,walk
25754,417981924,12.5562146,41.8827791,walk
25755,417982590,12.5597627,41.8801182,walk
25756,417982591,12.5575321,41.8801571,walk
25757,417982596,12.5586109,41.8801558,walk
25758,417982599,12.5589657,41.87987,walk
25759,417982608,12.5598219,41.8800719,walk
25760,417982615,12.5589779,41.8801114,walk
25761,417984086,12.559905,41.8802222,walk
25762,417984088,12.5607601,41.8838785,walk
25763,417984091,12.5610284,41.8838452,walk
25764,417984106,12.5593456,41.8855478,walk
25765,417985148,12.560957,41.8850202,walk
25766,417986380,12.5611912,41.8878627,walk
25767,417986383,12.5614086,41.8884679,walk
25768,417987438,12.5606445,41.8906642,walk
25769,417987819,12.5596718,41.8927683,walk
25770,417987963,12.5592117,41.8940069,walk
25771,417987971,12.5594546,41.8940577,walk
25772,417989931,12.5653594,41.8796148,walk
25773,417992593,12.5681509,41.8823682,walk
25774,418049061,12.5724276,41.879303,walk
25775,418049065,12.5725142,41.8808564,walk
25776,418049067,12.572457,41.8797402,walk
25777,418049069,12.5714353,41.8797846,walk
25778,418049071,12.5712538,41.879785,walk
25779,418052400,12.5694709,41.879426,walk
25780,418056513,12.5539676,41.8899669,walk
25781,418056524,12.5542757,41.8838757,walk
25782,418056530,12.5528974,41.8837513,walk
25783,418056532,12.5530964,41.8836879,walk
25784,418056534,12.5532458,41.8837875,walk
25785,418056538,12.5531298,41.8839347,walk
25786,418056545,12.5530865,41.8826646,walk
25787,418364237,12.4862003,41.8460495,walk
25788,418364240,12.4862788,41.8461699,walk
25789,418364241,12.4863147,41.846139,walk
25790,418364856,12.482951,41.8453397,walk
25791,418364857,12.4837769,41.8446652,walk
25792,418364858,12.4833465,41.8450238,walk
25793,418364860,12.4831546,41.8447071,walk
25794,418369264,12.4854868,41.8125718,walk
25795,418369268,12.4850546,41.8128652,walk
25796,418369270,12.4852083,41.8127039,walk
25797,418369299,12.4846036,41.8147601,walk
25798,418369302,12.484473,41.8145689,walk
25799,418369304,12.4844404,41.8140758,walk
25800,418370905,12.485726,41.8129207,walk
25801,418502539,12.4659548,41.911521,walk
25802,418502559,12.4679722,41.9084333,walk
25803,418854616,12.4544803,41.9417619,walk
25804,418854635,12.4547557,41.9385462,walk
25805,418854648,12.4527663,41.9415375,walk
25806,418854649,12.4529043,41.9415426,walk
25807,418854662,12.4534105,41.9394125,walk
25808,418854666,12.4536254,41.9416724,walk
25809,418855577,12.449929,41.9342061,walk
25810,418952445,12.4502119,41.9437916,walk
25811,418952509,12.4570881,41.9431502,walk
25812,418952512,12.45737,41.9444112,walk
25813,419131763,12.4808237,41.8360725,walk
25814,419131765,12.4806154,41.8358591,walk
25815,419131769,12.4806156,41.8346449,walk
25816,419131770,12.4808545,41.8346855,walk
25817,419131772,12.4809894,41.8345873,walk
25818,419132596,12.4785967,41.860676,walk
25819,419408039,12.4571541,41.891332,walk
25820,419422786,12.4516851,41.9040717,walk
25821,419425188,12.4235722,41.8699466,walk
25822,419427523,12.4267339,41.8511125,walk
25823,419427530,12.426964,41.8500538,walk
25824,419547562,12.6148081,41.9346945,walk
25825,419547563,12.618398,41.9356084,walk
25826,419547564,12.6176292,41.9371814,walk
25827,419550196,12.6017904,41.9345259,walk
25828,419621457,12.5205943,41.9096124,walk
25829,419621459,12.5205599,41.9095286,walk
25830,419622070,12.5191469,41.9100079,walk
25831,419636004,12.5278881,41.9098175,walk
25832,419636905,12.5186407,41.9130439,walk
25833,419645911,12.5289654,41.9087777,walk
25834,419801381,12.422238,41.8561558,walk
25835,419801382,12.4223103,41.856247,walk
25836,419801383,12.4226124,41.8553883,walk
25837,419801384,12.4231743,41.8563983,walk
25838,419804502,12.4248442,41.8568933,walk
25839,419942042,12.4226688,41.9144724,walk
25840,419946591,12.4244115,41.9102895,walk
25841,419946592,12.4255875,41.9103681,walk
25842,419946593,12.4260657,41.9104994,walk
25843,419946611,12.4297986,41.9115026,walk
25844,419946619,12.4314871,41.9112083,walk
25845,419946629,12.4303149,41.9097784,walk
25846,419946711,12.4285948,41.9091204,walk
25847,419946719,12.4276414,41.9081855,walk
25848,419946725,12.4288468,41.9075743,walk
25849,419946729,12.4289577,41.9071269,walk
25850,419958483,12.4267896,41.9060523,walk
25851,419958487,12.4253257,41.9057206,walk
25852,419958494,12.4266145,41.9077385,walk
25853,419958498,12.4262141,41.9094864,walk
25854,419958559,12.4287132,41.9097215,walk
25855,419958560,12.4298927,41.9095268,walk
25856,419958567,12.4333211,41.9077799,walk
25857,420455999,12.5159458,41.8801547,walk
25858,420456000,12.516125,41.8801645,walk
25859,420456001,12.5162849,41.8798772,walk
25860,420456002,12.5164365,41.8797561,walk
25861,420456003,12.5166403,41.8797882,walk
25862,420456004,12.516898,41.8795665,walk
25863,420456005,12.5168075,41.8794478,walk
25864,420456006,12.5170166,41.8792746,walk
25865,420456007,12.5171783,41.8792961,walk
25866,420456008,12.5177965,41.8788035,walk
25867,420456009,12.5179546,41.8788157,walk
25868,420457403,12.537253,41.8786336,walk
25869,420457416,12.537394,41.8782821,walk
25870,420457666,12.5242433,41.8882222,walk
25871,420457669,12.5248437,41.8879013,walk
25872,420457945,12.5319704,41.8798603,walk
25873,420545667,12.6095761,41.8399091,walk
25874,420881643,12.5795572,41.8310243,walk
25875,420881645,12.578758,41.8318578,walk
25876,422019549,12.4539886,41.9165291,walk
25877,422180859,12.5032665,41.8636597,walk
25878,422186432,12.4826709,41.8460366,walk
25879,422186433,12.4830396,41.8456688,walk
25880,422194980,12.4917398,41.9209448,walk
25881,422194981,12.4916241,41.9208685,walk
25882,422198652,12.4770324,41.9185548,walk
25883,422234988,12.4802806,41.8349765,walk
25884,422234990,12.480049,41.8354342,walk
25885,422234993,12.4801461,41.8357173,walk
25886,422234994,12.4801316,41.8354607,walk
25887,422238035,12.4808513,41.8323585,walk
25888,422264766,12.4728229,41.8156515,walk
25889,422264771,12.4729015,41.8155778,walk
25890,422264777,12.472766,41.8155517,walk
25891,422264782,12.4737319,41.8157064,walk
25892,422264785,12.4739985,41.8158494,walk
25893,422264786,12.473783,41.8154514,walk
25894,422264791,12.4735727,41.8154067,walk
25895,422264792,12.473461,41.8153387,walk
25896,422264793,12.4717613,41.8155432,walk
25897,422264795,12.4717944,41.8154081,walk
25898,422264811,12.4723334,41.8152745,walk
25899,422264819,12.4718932,41.8152599,walk
25900,422264849,12.4734547,41.8150698,walk
25901,422264875,12.4723031,41.8151086,walk
25902,422264884,12.472183,41.8151934,walk
25903,422264893,12.4718545,41.8152523,walk
25904,422264901,12.4719226,41.8152343,walk
25905,422264903,12.4719558,41.8152271,walk
25906,422264914,12.4752452,41.8133207,walk
25907,422264917,12.4754624,41.8132125,walk
25908,422264944,12.4764425,41.8112132,walk
25909,422264960,12.477497,41.8169711,walk
25910,422264962,12.4775929,41.8174922,walk
25911,422287481,12.4713051,41.8141182,walk
25912,422287482,12.4714799,41.8140175,walk
25913,422287483,12.4713294,41.8138656,walk
25914,422302057,12.4742152,41.8173781,walk
25915,422302059,12.4729083,41.8167833,walk
25916,422302081,12.4812634,41.8193483,walk
25917,422302115,12.4755684,41.8173378,walk
25918,422302126,12.4774391,41.8170442,walk
25919,422302127,12.4777872,41.817174,walk
25920,422302128,12.4788235,41.8175479,walk
25921,422302135,12.4800272,41.8192851,walk
25922,422302136,12.4800034,41.8204255,walk
25923,422312531,12.4835864,41.8105717,walk
25924,422312541,12.4834819,41.810436,walk
25925,422312553,12.483533,41.8101644,walk
25926,422312555,12.4834004,41.8102193,walk
25927,422328088,12.4804471,41.814786,walk
25928,423153109,12.4030824,41.8428631,walk
25929,423216676,12.58032,41.8302313,walk
25930,423216677,12.5797373,41.8299214,walk
25931,423795422,12.4888728,41.8014361,walk
25932,423795423,12.4956162,41.8009763,walk
25933,423795424,12.4988558,41.801206,walk
25934,423795428,12.4889697,41.8012474,walk
25935,423795437,12.4973876,41.8004642,walk
25936,423795440,12.4984765,41.8001718,walk
25937,423796314,12.5079525,41.8057186,walk
25938,423796315,12.5107813,41.8094786,walk
25939,423796316,12.5110736,41.80338,walk
25940,423796318,12.5121261,41.8023301,walk
25941,423796321,12.5120731,41.8017034,walk
25942,423796336,12.509531,41.804649,walk
25943,423796369,12.5116384,41.8100767,walk
25944,423799533,12.5069575,41.812997,walk
25945,423799536,12.5085631,41.8124615,walk
25946,423799537,12.5089058,41.8125695,walk
25947,423799542,12.5208194,41.8205127,walk
25948,423799551,12.5192475,41.8178581,walk
25949,423799553,12.5199305,41.8178505,walk
25950,423799554,12.5203779,41.8175612,walk
25951,423799558,12.5166023,41.8196241,walk
25952,423799560,12.5183436,41.8195975,walk
25953,423799562,12.5206985,41.8204256,walk
25954,423799563,12.5206814,41.8193958,walk
25955,423800600,12.5202849,41.821189,walk
25956,423800602,12.5182447,41.8211219,walk
25957,423800618,12.5613436,41.8228877,walk
25958,423800623,12.563445,41.8214293,walk
25959,423800629,12.5621152,41.8197714,walk
25960,423800633,12.5630841,41.8211922,walk
25961,424242071,12.4406204,41.7983067,walk
25962,427507619,12.51966,41.8815938,walk
25963,427507636,12.519893,41.8814249,walk
25964,427603381,12.464698,41.9005904,walk
25965,427603383,12.4652172,41.8998704,walk
25966,427610752,12.4764389,41.8949822,walk
25967,427611328,12.4772127,41.8959,walk
25968,427611919,12.4762445,41.8959047,walk
25969,427615258,12.4789577,41.8958077,walk
25970,427615260,12.4817313,41.8940221,walk
25971,427616171,12.4819604,41.8937757,walk
25972,427617391,12.4807814,41.8964516,walk
25973,427617392,12.4802145,41.8963353,walk
25974,427813784,12.3760166,41.9210506,walk
25975,427837919,12.4852254,41.8121527,walk
25976,427837921,12.4854753,41.8120568,walk
25977,427837922,12.4851997,41.8120989,walk
25978,427837923,12.4854368,41.8120046,walk
25979,427837926,12.4855933,41.8120046,walk
25980,427837927,12.4860354,41.8118219,walk
25981,427837932,12.4857658,41.8109003,walk
25982,427837933,12.4856038,41.8107701,walk
25983,427837936,12.4855085,41.8109861,walk
25984,427837938,12.4857386,41.8119469,walk
25985,427837958,12.4857357,41.812393,walk
25986,427837960,12.4858429,41.8119034,walk
25987,427840864,12.4854816,41.8459186,walk
25988,427840865,12.4844836,41.8467046,walk
25989,427841070,12.4850971,41.8158356,walk
25990,427842333,12.4841698,41.8449614,walk
25991,427842334,12.4843229,41.8448443,walk
25992,427842816,12.4975954,41.8591478,walk
25993,427842817,12.4977382,41.859147,walk
25994,427842819,12.4978682,41.8593637,walk
25995,427842828,12.4967572,41.8622692,walk
25996,427842829,12.4964648,41.8633576,walk
25997,427842830,12.4966307,41.8633916,walk
25998,427842831,12.4968063,41.863423,walk
25999,427842832,12.4970542,41.8623122,walk
26000,427842833,12.4969484,41.862298,walk
26001,427842834,12.497282,41.8623366,walk
26002,427842835,12.4973469,41.8623499,walk
26003,427845394,12.5329154,41.8634798,walk
26004,427845407,12.5402144,41.8684401,walk
26005,427845408,12.5401534,41.8685223,walk
26006,427990384,12.4429365,41.8597966,walk
26007,428062788,12.4814945,41.8190466,walk
26008,428062792,12.4830342,41.8175874,walk
26009,428062806,12.4836331,41.8167836,walk
26010,428062807,12.4796442,41.8147237,walk
26011,428062809,12.4794778,41.8146627,walk
26012,428062810,12.4795877,41.8144842,walk
26013,428062813,12.4795263,41.8145838,walk
26014,428062821,12.4810097,41.8148144,walk
26015,428062822,12.4810819,41.8148977,walk
26016,428062823,12.4810274,41.8146818,walk
26017,428062825,12.4811764,41.814855,walk
26018,428161641,12.4668636,41.8295298,walk
26019,428171143,12.4691785,41.8291592,walk
26020,428171149,12.4682717,41.8296503,walk
26021,428211137,12.5443748,41.8646837,walk
26022,428214532,12.4828444,41.804525,walk
26023,428214536,12.4826312,41.8038142,walk
26024,428406901,12.4017744,41.8590901,walk
26025,428421049,12.4298613,41.8763817,walk
26026,428421060,12.4308583,41.876439,walk
26027,428458552,12.4536227,41.8193718,walk
26028,428458560,12.4537886,41.8191908,walk
26029,428459033,12.4543042,41.8197349,walk
26030,428459036,12.4544721,41.8195676,walk
26031,428474922,12.5876415,41.8880638,walk
26032,428474923,12.5894319,41.8877386,walk
26033,428565821,12.4155337,41.8511925,walk
26034,428644108,12.4524734,41.9214362,walk
26035,428644888,12.4519664,41.9234463,walk
26036,428644911,12.4543381,41.9233865,walk
26037,428644928,12.4557278,41.9233206,walk
26038,428644934,12.45677,41.9236257,walk
26039,428744681,12.4297142,41.865369,walk
26040,428754644,12.4123885,41.8698676,walk
26041,428754647,12.4124026,41.8701883,walk
26042,428770653,12.4303492,41.8842192,walk
26043,428770656,12.4292557,41.8834483,walk
26044,428777482,12.4247049,41.8895586,walk
26045,428777483,12.4251077,41.8883951,walk
26046,428777486,12.4250411,41.8897108,walk
26047,428777489,12.4256701,41.8890261,walk
26048,428777495,12.4254669,41.8890154,walk
26049,428777497,12.424795,41.8896032,walk
26050,428784824,12.426908,41.8909553,walk
26051,428785276,12.4281068,41.8913579,walk
26052,428785278,12.4283977,41.890935,walk
26053,428785283,12.4280745,41.8907841,walk
26054,428785285,12.4279386,41.8913385,walk
26055,428786157,12.4242962,41.8915832,walk
26056,428786946,12.4260221,41.8903242,walk
26057,428933402,12.3929264,41.8751605,walk
26058,428933407,12.3934779,41.8754781,walk
26059,428933429,12.394097,41.8766022,walk
26060,428933432,12.3945094,41.8762198,walk
26061,428933433,12.3949642,41.8758755,walk
26062,428933436,12.3945908,41.8758591,walk
26063,428933438,12.394248,41.8764605,walk
26064,428933439,12.3941272,41.8764136,walk
26065,428933440,12.3939791,41.8765335,walk
26066,428933441,12.3940625,41.8762041,walk
26067,428933443,12.3940471,41.8756076,walk
26068,428935666,12.3934969,41.875021,walk
26069,428935673,12.3942181,41.875049,walk
26070,428935676,12.3939224,41.8749131,walk
26071,428935677,12.3937383,41.8750715,walk
26072,428935678,12.3942938,41.8755279,walk
26073,428935684,12.3948595,41.8753569,walk
26074,428937113,12.4013412,41.8735875,walk
26075,428937117,12.401759,41.8735326,walk
26076,428937121,12.4006796,41.873713,walk
26077,428937122,12.402143,41.8745363,walk
26078,428937124,12.4018205,41.8744385,walk
26079,428937126,12.40201,41.8743534,walk
26080,428937132,12.4016607,41.8737293,walk
26081,428937134,12.4014926,41.8737608,walk
26082,428937138,12.4014088,41.8739993,walk
26083,428937140,12.4016133,41.8738991,walk
26084,428940984,12.3994198,41.8791469,walk
26085,428940988,12.3996077,41.8783369,walk
26086,428940990,12.4001821,41.878346,walk
26087,428940996,12.4010242,41.8777043,walk
26088,428941004,12.4002882,41.8781531,walk
26089,429206040,12.4649431,41.8696748,walk
26090,429206041,12.4671766,41.8720335,walk
26091,429206394,12.4639735,41.8696283,walk
26092,429206396,12.4640311,41.8697664,walk
26093,429206398,12.4647,41.869483,walk
26094,429207012,12.4675189,41.8719255,walk
26095,429215535,12.4617337,41.8687551,walk
26096,429217623,12.46905,41.8647198,walk
26097,429217624,12.4688099,41.8645578,walk
26098,429217710,12.4691118,41.8644666,walk
26099,429219105,12.4697006,41.8624011,walk
26100,429281893,12.4673741,41.8706313,walk
26101,429281896,12.4668012,41.8704928,walk
26102,429282555,12.4656356,41.8673833,walk
26103,429284464,12.467763,41.8692811,walk
26104,429285669,12.4693936,41.8711727,walk
26105,429285670,12.4697145,41.8702775,walk
26106,429285671,12.4690064,41.8701146,walk
26107,429285672,12.4690098,41.8712832,walk
26108,429289615,12.4688312,41.8654841,walk
26109,429291037,12.4675675,41.8707152,walk
26110,429292360,12.4652461,41.8653269,walk
26111,429429152,12.4669637,41.8727315,walk
26112,429429154,12.4671018,41.8726712,walk
26113,429429156,12.4671384,41.8726886,walk
26114,429433465,12.4669396,41.8693611,walk
26115,429433467,12.4675257,41.8701148,walk
26116,429433468,12.4675505,41.8700302,walk
26117,429659000,12.5836556,41.8365567,walk
26118,429659002,12.5853271,41.8343846,walk
26119,429976831,12.5299626,41.9099596,walk
26120,429976832,12.5291303,41.9110446,walk
26121,429976835,12.5288039,41.9109691,walk
26122,429976836,12.5286,41.9109637,walk
26123,429976837,12.5284675,41.9114781,walk
26124,429976840,12.5287398,41.9115761,walk
26125,429976844,12.5298719,41.9100923,walk
26126,429976846,12.5296086,41.9101323,walk
26127,429979311,12.5280049,41.9134527,walk
26128,429979312,12.527981,41.9127759,walk
26129,429979964,12.5288617,41.9085988,walk
26130,430538693,12.5402456,41.8684204,walk
26131,430538694,12.5402935,41.8683777,walk
26132,430538846,12.5353132,41.8709146,walk
26133,430538847,12.53518,41.870797,walk
26134,430539141,12.5395825,41.8680398,walk
26135,430539145,12.538999,41.8684351,walk
26136,430540339,12.5347312,41.8746988,walk
26137,430541298,12.5241026,41.8739768,walk
26138,430541301,12.5240539,41.873878,walk
26139,430541303,12.5245482,41.8734717,walk
26140,430541309,12.526444,41.8718981,walk
26141,430541311,12.5259355,41.8723338,walk
26142,430820440,12.4588005,41.9208636,walk
26143,432673684,12.3769497,41.9493002,walk
26144,432674812,12.3773434,41.9347976,walk
26145,433663780,12.6025384,41.8357651,walk
26146,433663782,12.602957,41.8356673,walk
26147,433663784,12.6024044,41.8357817,walk
26148,433663786,12.6023415,41.8358878,walk
26149,433663789,12.5996781,41.8368985,walk
26150,433663791,12.5986744,41.8373225,walk
26151,433663792,12.5975597,41.8377397,walk
26152,433669951,12.6028759,41.8355059,walk
26153,433671963,12.5944111,41.8388766,walk
26154,433681125,12.606641,41.8342732,walk
26155,433697313,12.5950109,41.8390879,walk
26156,433697315,12.5948588,41.8387838,walk
26157,433711218,12.5963541,41.831759,walk
26158,433711219,12.5950172,41.8331935,walk
26159,433713396,12.5975908,41.8304569,walk
26160,433713400,12.5963459,41.8321098,walk
26161,433713410,12.5963259,41.8315927,walk
26162,433713419,12.5962551,41.832267,walk
26163,433714985,12.5968946,41.8308088,walk
26164,433721664,12.5955716,41.8324137,walk
26165,433721665,12.5956568,41.8323871,walk
26166,433721667,12.5959428,41.832533,walk
26167,433721668,12.5958345,41.8327251,walk
26168,433721669,12.596138,41.8323489,walk
26169,433721671,12.5958284,41.8322268,walk
26170,433721672,12.5958211,41.8321438,walk
26171,434366681,12.3958577,41.8191275,walk
26172,434685960,12.404481,41.8880734,walk
26173,434685968,12.4054125,41.8887033,walk
26174,434685969,12.4052464,41.8884911,walk
26175,434692298,12.4004313,41.8857874,walk
26176,434692322,12.3986119,41.886633,walk
26177,434692372,12.3972617,41.8873132,walk
26178,434692396,12.3990225,41.8855083,walk
26179,434692403,12.398625,41.8850778,walk
26180,434692447,12.3981253,41.8865287,walk
26181,434692456,12.3984997,41.8863559,walk
26182,434692462,12.3983314,41.8863587,walk
